CID	nearest_neighbors
59852490	62396698: 0.9211175722351521; 66025305: 0.9151576903161901; 20345340: 0.9135933679005985; 64997889: 0.9120675809001878; 78942871: 0.9109349434355325; 66429945: 0.9092660482332042; 65856256: 0.9061422172826441; 81631657: 0.9031207546953427; 103512628: 0.9009909131212073; 82933053: 0.8976734213414324
118837210	118829105: 0.9735211818837004; 130078051: 0.9430104892121429; 113710399: 0.8834895911010092; 131326046: 0.8715049142358533; 130078670: 0.8653813398184869; 114065347: 0.8641736514451654; 105067066: 0.8608665676093064; 21221207: 0.8582397152891842; 130100840: 0.8571557987672468; 121338686: 0.8544780342279765
122579788	3217926: 0.766634959635763; 107588400: 0.7649573318304285; 21409353: 0.7490206595254674; 27138070: 0.7103278176606541; 129930673: 0.6888629584189779; 709495: 0.6863588844565198; 127105028: 0.6840073531254202; 127059336: 0.6572877552009616; 2308254: 0.6505288594408822; 86183001: 0.6487131456304495
91068675	71403303: 0.8389255215817643; 39964348: 0.7867980989205502; 114982694: 0.7847477837874232; 10703785: 0.776089140160952; 101803797: 0.7733386823981309; 135013091: 0.770926165841002; 71755365: 0.7671965060207854; 60083082: 0.7653046830827848; 10769724: 0.7647034618146863; 89839992: 0.76456161769704
129987991	20498420: 0.6690685452358478; 10726822: 0.6548026481198177; 57049118: 0.6480944466179667; 130003833: 0.6314887892576145; 20300613: 0.6049117877986733; 53872637: 0.6037505164051853; 10862834: 0.6032616012487839; 88776047: 0.5863271762493416; 5010329: 0.5798953215420068; 14171011: 0.5791916839781893
64682756	82838172: 0.7823739143006968; 103817592: 0.7497379633093887; 81429403: 0.7454331301809174; 53707096: 0.7420200739779894; 53325400: 0.7380054629901499; 102524578: 0.7349610207687113; 88297491: 0.7292849045937883; 92276670: 0.7286195268719902; 83134401: 0.7208128770812501; 130480520: 0.7178577734314845
734652	54218623: 0.912288511047568; 106661435: 0.9105350439833485; 90254825: 0.9084061887578937; 57305130: 0.9065994206905439; 132916985: 0.9016694801663774; 89969900: 0.9010563502973635; 10875977: 0.8993416806251289; 114551571: 0.8973396069816598; 6713042: 0.8969623694004296; 67791099: 0.8967984191558181
66408584	81830783: 0.9697558033506821; 107354815: 0.9341459248051827; 117315198: 0.9315952153594411; 82544308: 0.9301167410401694; 102365213: 0.9292816131552865; 137365022: 0.9221909009855459; 96454876: 0.9216418816617137; 122661599: 0.9214715846836887; 135284953: 0.9175771328651973; 21098811: 0.9157774450888128
116645260	114959535: 0.8222416195234824; 62641274: 0.813472646718147; 106898912: 0.8056991427771687; 71792541: 0.8055840207687708; 81111141: 0.7960898775351178; 61604187: 0.788214503081409; 59532448: 0.7874015103690468; 90537945: 0.7820121432722668; 97057414: 0.7794341548919637; 33387463: 0.7776399546707703
69230339	267332: 0.9229577570608618; 18519733: 0.9194190510921136; 116611996: 0.9142969715960237; 129886188: 0.909264214136827; 8023988: 0.8972935481192198; 132509866: 0.89646496408693; 41880167: 0.8964106120116813; 14685946: 0.8960143546316096; 124876786: 0.8952294131912709; 123868969: 0.8947080388387519
115920455	116238458: 0.9181515259045917; 115920403: 0.9158257146431623; 62517260: 0.9151270361962993; 55292325: 0.9096340615630829; 64796435: 0.908953189932349; 15981844: 0.9058335122558505; 114779910: 0.9027170206148554; 124548007: 0.9021829391092159; 66938153: 0.9014919057851976; 104692728: 0.9014469442246543
131323323	130767076: 0.9629795712575914; 131485245: 0.9322566168042979; 83615567: 0.9184477305017581; 80244562: 0.9098648914652181; 126598413: 0.9097161086068896; 4348430: 0.9000854917247273; 1726888: 0.8995510513350427; 89071147: 0.8977612455265469; 24163429: 0.8976677240954262; 135250013: 0.8975359295924246
63932136	63973125: 0.9154152981768388; 89274546: 0.8722042223871666; 60685741: 0.8557634248461724; 61483267: 0.8542191151981093; 51621870: 0.8451070570024696; 61070862: 0.8383486199210884; 61071045: 0.8360445299101918; 65928805: 0.8341579328458123; 105934862: 0.8281369232576672; 118227281: 0.8273518371580736
116184833	116238690: 0.797312707096098; 17850996: 0.7841019436474471; 106162301: 0.7764625576859895; 103265802: 0.768810293199753; 90267009: 0.7608650154094776; 10508205: 0.758903906789184; 88341752: 0.756034908813403; 132148999: 0.7554776137638854; 130144198: 0.7512899049322032; 109984079: 0.7497309820481738
64165071	81973891: 0.880409187382715; 64164414: 0.8681623447679285; 493913: 0.8633990767298806; 16736665: 0.8623905149272051; 116537351: 0.8613379851921504; 115044333: 0.858697777376228; 107175365: 0.857075490801273; 112486607: 0.854816847697303; 16736702: 0.8502873049643365; 101629750: 0.8501745471632863
130016867	82357777: 0.9439599063459239; 108213201: 0.9436969126313077; 28946074: 0.9394685319530396; 114065347: 0.9368494417080216; 10528946: 0.9353482486289375; 107314423: 0.9335291507514252; 59612282: 0.9326064716468235; 22151244: 0.9304959710383622; 117026155: 0.9287529121684284; 62136567: 0.9266383502214611
57723308	117109290: 0.9350587778651802; 61718043: 0.9307191469345283; 132991903: 0.9172732099075732; 19387870: 0.9164146874245093; 68678900: 0.9129618492711439; 489826: 0.9107578173873505; 18523522: 0.9088146813222953; 65262029: 0.9084807356953384; 124072870: 0.9084463594178066; 64860327: 0.9066551639837016
17864346	19257693: 0.9292193158502332; 26012329: 0.9192530987484934; 64481486: 0.9136789478028444; 114134368: 0.9100786234559352; 60421852: 0.9021006240570832; 24443001: 0.9020083120215172; 94019422: 0.901730523123781; 17465858: 0.9010687203754449; 46401692: 0.8991053864618345; 81403868: 0.89840178097977
69780144	79290225: 0.9064613340405239; 84771453: 0.8532240054679436; 66631913: 0.8311046096274421; 118895244: 0.8262867693147573; 38523474: 0.8258290949636116; 58439734: 0.8242229734005794; 25253929: 0.8232967089464855; 53303992: 0.823243324679269; 11116471: 0.8213667982726192; 118709274: 0.8205031932384937
107772580	80123682: 0.8654537517571139; 117245747: 0.8628753890353315; 104066121: 0.820208280590922; 115659327: 0.8135081235178244; 107772356: 0.808477284162273; 83157995: 0.8063640493089878; 83159111: 0.8063640493089878; 112699846: 0.7978890999932092; 80076775: 0.7945538269498635; 103160741: 0.7918662826352876
117183922	65193990: 0.9799327613908352; 56233996: 0.976326929321502; 70844154: 0.9754799891693975; 61439176: 0.9750542299689592; 82203128: 0.9733298841112729; 20117433: 0.9717455312376553; 68786498: 0.97165422993183; 47037883: 0.9683911756202266; 65780722: 0.9665365768989114; 101058590: 0.9662127913364053
116600918	37320968: 0.9422900903529535; 81329166: 0.9360646098258826; 58504713: 0.9328809354976639; 84421959: 0.9324945198449018; 54064655: 0.9300619548225817; 55533784: 0.9277882221426781; 65894912: 0.9257797578916308; 121308148: 0.9253117155968238; 102617511: 0.9232794682738491; 55085630: 0.9226335400603809
82539842	68672969: 0.8675701684988439; 64828811: 0.866543561257496; 124276876: 0.8628159836366377; 21183969: 0.8573423594033481; 88987608: 0.8510822304578751; 112355984: 0.8501987223119343; 79054881: 0.849900497235552; 120163038: 0.8482550164959799; 58837475: 0.846671816251826; 121693240: 0.8465738386521671
60007087	105471697: 0.979057417200831; 506784: 0.9472906295333235; 50121827: 0.9323128121021217; 15955402: 0.9322512720133793; 89532403: 0.9313597439982624; 50182821: 0.9292205481637745; 50735938: 0.928815378301112; 50032467: 0.9288064053257563; 50394855: 0.9281607440164303; 87224567: 0.9281501472257406
112487934	53872752: 0.9031843685490067; 126936253: 0.8833987373306412; 132077269: 0.8758327450664628; 110400416: 0.8706639776449471; 118312223: 0.8656734620227022; 100790097: 0.8606352502124082; 68188548: 0.8598124667947864; 129608669: 0.8581635565589624; 46213086: 0.8573378092055409; 53573268: 0.8567008675137391
123420213	89170656: 0.9304961721943746; 134228916: 0.9282017773843133; 90988653: 0.907548660457905; 131841585: 0.9063686475173475; 10173181: 0.9053504078297746; 101034732: 0.9046967680448006; 11804922: 0.9026646949015303; 18754222: 0.9000939163333459; 57762717: 0.8929730349828041; 6506621: 0.8922615779562184
63155978	22795862: 0.8654122076021763; 68352135: 0.8643311536603205; 118015403: 0.8562330553305438; 123697855: 0.8550000684555042; 71743864: 0.8497261114902024; 118290961: 0.8448783414002264; 68352220: 0.8446696150250941; 445410: 0.8417975668699956; 70434399: 0.8345849804369514; 67950653: 0.8342642194920924
106133029	116175737: 0.888533580472097; 66187636: 0.8775578801760776; 101255009: 0.8498700688406197; 119078816: 0.8446194668670576; 66005949: 0.8424221604877671; 113901920: 0.8411507890975571; 132226110: 0.8384395289365928; 61049125: 0.8373222604296221; 54535364: 0.8335245673395779; 126506120: 0.8323430564615758
107847286	85694783: 0.9854547294992835; 87232797: 0.9772098523954951; 89101416: 0.97617060535968; 18755324: 0.9742796498878191; 104580716: 0.9704880055202565; 126716187: 0.9648861343182046; 13841257: 0.9608823243303538; 14275541: 0.9591766210414483; 53735704: 0.9591319427738322; 91408528: 0.9581167254962554
59819666	115285882: 0.9344543103258188; 40279259: 0.9299447323173438; 804825: 0.9296141972331593; 46440664: 0.9290065072314331; 50087731: 0.9288260722840929; 50610215: 0.9288260722840929; 89923064: 0.9283760450726872; 50431743: 0.9269032241851756; 137933221: 0.9268553536976089; 50492636: 0.9267928282662705
116102396	80451849: 0.9120101145508511; 95205730: 0.9047122859014418; 71501963: 0.8982982753563199; 103089575: 0.897649572399423; 63957591: 0.8813931292017569; 104926298: 0.8813292912661382; 107783836: 0.8693967166216225; 97266331: 0.8632468937094753; 115637451: 0.8590603747493994; 18031391: 0.8575899915539871
117291672	135402967: 0.8643136306725776; 89250990: 0.8513784425142642; 54737574: 0.8497316990211294; 65356625: 0.8379744317510236; 8336497: 0.8364365844946063; 4240066: 0.8361836802204249; 23040868: 0.8358108238666706; 91509421: 0.8340950128982764; 82362685: 0.8335076681286178; 21532617: 0.8316467426844639
60641138	112610886: 0.9375080593108575; 102700864: 0.9222388048037833; 79201905: 0.9196755987818303; 120162301: 0.9191063146363643; 106969081: 0.9176973694987142; 104166989: 0.9171898416362432; 82993918: 0.9158746417851367; 108995262: 0.9155918805217393; 104413964: 0.9150607871440631; 60707386: 0.9150059131738512
80020623	88529498: 0.8292093406083638; 134553907: 0.7950061110490202; 55003232: 0.7938320698545843; 89203612: 0.7932234410999578; 130680282: 0.7907842343240585; 80017506: 0.785011653890078; 54468511: 0.7763816319259448; 102969186: 0.7719626952656078; 106066602: 0.7669071110648307; 45112687: 0.7573046090188761
3033122	106179725: 0.8942493809453654; 83697862: 0.8759697659757875; 129674241: 0.8739345377685412; 106191067: 0.870949114926143; 67857166: 0.8696732192418112; 94595043: 0.8665051118205183; 11841866: 0.8649175299248429; 83451272: 0.8554317670865144; 91530878: 0.8546547326855372; 116822573: 0.8493299803335471
