CID	nearest_neighbors
81038822	108315735: 0.9379528434636746; 127595289: 0.9272818805776312; 117265060: 0.9266751630922349; 7138706: 0.9226384569041043; 43827885: 0.9072000035108353; 52689402: 0.905484868856744; 121602572: 0.9048616042150294; 55159694: 0.9047067579707411; 4313130: 0.8996756577656015; 32983378: 0.893907040628426
127016200	70897417: 0.8508600129006985; 107220470: 0.8409750678769028; 117270760: 0.8377057293101255; 15645969: 0.8363812463043117; 131051865: 0.8356036982826558; 128467444: 0.8322063632372066; 83819925: 0.8317963750836931; 128188656: 0.8274412668294883; 130186817: 0.8247118059037554; 107372222: 0.8225154650329608
68265489	10765785: 0.9355570295825018; 11536458: 0.9344957849812813; 100923113: 0.9319528127050246; 53242433: 0.9318734883685457; 101191762: 0.9305074399495546; 79372409: 0.92952059894467; 18683125: 0.9290676596044951; 3867199: 0.9282188610384032; 134868686: 0.9280416528727623; 58185833: 0.9280294320202704
66004861	104584176: 0.8996411425006812; 104025951: 0.8680882100774385; 129539970: 0.8608675240025864; 118148739: 0.8518479948827893; 106305451: 0.8515822070267276; 113833065: 0.84979899661935; 106132484: 0.8497591670520936; 82314892: 0.8432902415434811; 86580394: 0.8420235731693985; 13142391: 0.8397418610462679
129322769	116925966: 0.9521169438179959; 126598378: 0.9512145287679408; 70963023: 0.9504196860626942; 89681403: 0.9432528377301473; 22316044: 0.9413838297111157; 134271476: 0.9410499647374116; 58389625: 0.9410470291173748; 126598367: 0.9400179316048299; 59782411: 0.9398303074368254; 21047442: 0.9374553685596487
114447524	80447898: 0.9149611407449058; 65808170: 0.9005034206639381; 106592700: 0.8941198842063722; 123437297: 0.8917042251166821; 80960674: 0.8854240202044438; 61518257: 0.8839837190613924; 65036200: 0.8829688167559757; 84001104: 0.8782414859566676; 10442808: 0.8767433889832621; 23900725: 0.8756702562286073
137450763	137114839: 0.9321469201354552; 42633366: 0.922592367261097; 46213086: 0.920543969796916; 137103159: 0.9193946496612767; 57424562: 0.9097674995923393; 137040888: 0.9088784058497691; 59593127: 0.9068549384210774; 110400416: 0.9057755198543026; 137500602: 0.9001345499783284; 127029609: 0.8997841994374288
103936733	895612: 0.9713971463011835; 51629012: 0.9451305584370749; 106992770: 0.9271117049146063; 129499203: 0.9190281427291989; 51621870: 0.9155259425859221; 107171583: 0.9151337884652111; 63972269: 0.8985973721523615; 21545594: 0.8959463534515558; 69654829: 0.8901947294456135; 63973125: 0.8898001571929767
64565301	107890781: 0.8981457870849793; 134306487: 0.8884404649937525; 58198392: 0.8867531040220169; 53224316: 0.8863158107663656; 132019056: 0.8780420201846996; 22660711: 0.8779940123177465; 108032280: 0.8759937363838503; 90883747: 0.8759194307982273; 14593322: 0.8744229514180124; 97024216: 0.8733599313251466
90167740	98468256: 0.6928196199042111; 116979479: 0.6344978624175435; 55426870: 0.6129606698293146; 132519079: 0.6062077361476095; 137198356: 0.605531518441861; 20695532: 0.6021174670993629; 68497469: 0.6018251129516814; 43838592: 0.5970447620707491; 87168339: 0.5959728957317081; 22028123: 0.59274454889666
107000905	3534697: 0.9218567961343918; 116935765: 0.9213035492945725; 80464330: 0.9194125319077653; 100020854: 0.9154783831086881; 64640000: 0.9106450026056185; 97625717: 0.910518185692104; 45560912: 0.909215620437953; 108013092: 0.9074680820561659; 8062271: 0.9071247166665053; 100851552: 0.9070455762093215
87816392	88914751: 0.8812830383917908; 66942826: 0.8709560340722627; 122226888: 0.8691474929795167; 11730690: 0.864900760027105; 91484630: 0.8648512238666963; 12135983: 0.8629761744552897; 66092034: 0.8568305355228715; 103261410: 0.8560761103241845; 11157741: 0.8525591088729473; 129124822: 0.8523674375630869
63392410	432442: 0.8052192050975591; 81935333: 0.7953132305079947; 10418100: 0.7704075569208968; 384798: 0.7690130020848172; 429627: 0.763805732258632; 260608: 0.7611611354600053; 114294102: 0.760523825924937; 343029: 0.7553386410132203; 318742: 0.7517602601406945; 117941110: 0.7397945059372317
61394777	22316667: 0.8876609328687729; 56097484: 0.8845775575657516; 42762033: 0.8834173103835249; 136604487: 0.882620304502962; 3966954: 0.8822880271333867; 25670701: 0.879725176095326; 90773992: 0.8784460711749461; 67014113: 0.8781586833848872; 57183056: 0.8780665087608499; 2825224: 0.877943745426829
64282154	134893256: 0.8880289044377909; 3280682: 0.8822561677745413; 11974290: 0.8745956092931398; 122535576: 0.8721549131929285; 15621150: 0.8710365866352265; 115058523: 0.8689212756463117; 106777938: 0.8686141590162633; 110604052: 0.8650774331800988; 130199870: 0.8631964654328661; 82615845: 0.8626989559119227
131020478	95064220: 0.5823779369716411; 131476237: 0.5682400462621491; 91552960: 0.5579154945370628; 115896795: 0.529178850124272; 79240387: 0.5269245955367113; 135388420: 0.5227195244639092; 92706259: 0.5199618358226806; 63195679: 0.517652649466955; 123123352: 0.5160579146005159; 83505869: 0.5151094678671534
101768873	56954374: 0.839243020835679; 18426750: 0.8360581902384319; 24115557: 0.832487832772584; 18467140: 0.8308784587754993; 58749449: 0.8290537512649496; 13192383: 0.8285557137269559; 69823239: 0.828304565388263; 137445131: 0.8274420321251833; 68475067: 0.8266914783098859; 19935120: 0.8223714969427001
45094694	90556787: 0.9211949472155253; 89894708: 0.9113141471481632; 25334631: 0.9098877397845511; 83876950: 0.9043000173768689; 122609076: 0.9028285265784787; 125000760: 0.9026226628264117; 126431201: 0.9021914853140007; 59539010: 0.8975691862159044; 84292041: 0.8918072543198349; 89894564: 0.8902600475975312
115394011	130578854: 0.8660649226294704; 112711463: 0.852718342937289; 104018479: 0.8391365362231876; 110879438: 0.8209905361550268; 62694286: 0.8196395414571359; 24498678: 0.8193366177523398; 24498684: 0.8128404014167068; 40679633: 0.805351483120974; 41029857: 0.8046988234106771; 113279630: 0.8043056352087072
84777566	84736107: 0.9477719219063854; 97178785: 0.9296756439556451; 43263727: 0.9102613951636783; 65934320: 0.9074388692437063; 70943963: 0.9040468865889744; 106213186: 0.9033426633975892; 129939469: 0.9031624706816332; 64779720: 0.9025291122197642; 56810768: 0.9015325356461523; 4197013: 0.8998604519570753
3761456	91238410: 0.9392979054270036; 130183204: 0.8772172104268; 12192188: 0.8446055997431122; 126603083: 0.8423564395434949; 90153269: 0.8285011285357211; 137465338: 0.8252669934651505; 21281103: 0.8252081691647396; 136705040: 0.8247335688552444; 136682669: 0.8185050439746341; 57849238: 0.8125962278352558
130020973	117322816: 0.9022730713273258; 90830063: 0.8954791656754659; 120241710: 0.8914694461163447; 57300690: 0.8897035847217792; 18498740: 0.8881658661896289; 124561508: 0.8879466318341468; 90936998: 0.886767443878903; 10327524: 0.886445896935948; 121888796: 0.8863829090370695; 73916701: 0.8863371176230035
124579306	117905757: 0.9639933972245542; 10130301: 0.9501974195986082; 97441176: 0.9368400430061434; 136545837: 0.9234363721832194; 117293906: 0.9228487494007164; 123202513: 0.9213338820184064; 58649302: 0.9211512306438715; 117962993: 0.9204645195605468; 72805380: 0.919692817966278; 10241980: 0.919692817966278
116382879	128119467: 0.8547157992720317; 107543784: 0.8323559051591728; 76848493: 0.8239129093627848; 112321589: 0.8206619862405594; 116190622: 0.8184144320773892; 97240700: 0.8144781442432799; 44419145: 0.8119539105317523; 107789650: 0.8102405470878895; 15170502: 0.8052080409864072; 130639812: 0.8049452220601592
83670300	22321565: 0.989736990915286; 117178694: 0.9769982134448643; 28806419: 0.9769236470904319; 58076197: 0.9706655937465617; 51974492: 0.9585296299737327; 76846864: 0.956354009823209; 70410601: 0.9513336292586215; 4899771: 0.9491363784018277; 15891148: 0.9490872876596127; 49657553: 0.9485297391230995
130070928	134662421: 0.943292869747084; 130070932: 0.9407430941610815; 130076003: 0.9045093816456768; 118991308: 0.8957859175111765; 134686634: 0.8935638862101569; 134675728: 0.8810250489689164; 133106100: 0.8783395357806988; 130077369: 0.8636953895015174; 118827119: 0.8571718638874735; 134686426: 0.8448388875280886
131156717	130485079: 0.9700144612956645; 128018309: 0.9452690696522179; 84766784: 0.9409455449199308; 121604981: 0.9377751895544285; 129462294: 0.9314924437029187; 128211822: 0.9276007850298003; 128685827: 0.9239546076867989; 130487406: 0.9197672529239891; 83853759: 0.9195501670253513; 55283525: 0.916985869680298
117291312	117320815: 0.8082506397682984; 20474769: 0.7863853465234133; 82709234: 0.7843067409190988; 45091177: 0.775806978477406; 57419300: 0.7755922598767042; 130667915: 0.7727852039176069; 116285988: 0.7705459777031451; 135522421: 0.7687543427949882; 136888958: 0.7661262279918093; 118459432: 0.7644930215784865
82608554	107409363: 0.9365695419345911; 26215395: 0.9253582634216448; 40614286: 0.924652367775745; 99957089: 0.920806444041322; 17246968: 0.919671540941426; 70626566: 0.9191943743223854; 56497734: 0.918775299089153; 133797643: 0.9184156238820079; 19752589: 0.9172036660818783; 129935667: 0.916837536868494
15947116	73387662: 0.957373559332809; 117241801: 0.9388386227961539; 97287012: 0.9217985914824942; 124548007: 0.9200534696379169; 102789667: 0.9123304368601916; 71474957: 0.9066036696413265; 103037139: 0.9054512287743731; 64796435: 0.9027974543806374; 116238458: 0.9026766193750086; 117620063: 0.8999001729798596
46312983	118974242: 0.9689447665943453; 46312987: 0.9651583727867269; 53011494: 0.9527479541268816; 100117713: 0.9515998957161332; 121333885: 0.9481210093785711; 65434805: 0.9467297481129572; 23183639: 0.9447747058625888; 92094044: 0.9435209829781523; 134392238: 0.9395309226444882; 2726989: 0.9374864284331023
116657532	66167291: 0.9719126209565726; 10052751: 0.9229699762725647; 106984026: 0.9214180320340148; 135203877: 0.9204001211258447; 19811289: 0.9171750367987815; 104354626: 0.9165071085657949; 125499343: 0.9154296039389963; 111120467: 0.9139350386252294; 83934871: 0.911320258153739; 134486162: 0.9092751910344629
62573120	79290459: 0.8402877214670581; 80446111: 0.8372260220355316; 102292830: 0.8257660983659304; 107882739: 0.821758029029576; 103180376: 0.8180692121535871; 61799475: 0.809749015476153; 63921179: 0.8070529997694033; 114762648: 0.8062714860731665; 79459004: 0.8058062608960579; 86320671: 0.8049570607790665
63913886	106883312: 0.9037369101086838; 114134095: 0.8977785367552951; 137377734: 0.8907781569931957; 82238487: 0.8892079497202386; 82967807: 0.8862157625385195; 54476952: 0.8855845103794099; 114521090: 0.8852387048703588; 56547015: 0.8848559227241541; 66578142: 0.8828188292140914; 109141534: 0.8812527971087166
131312500	84661253: 0.8376082796512204; 117306543: 0.8130650149344488; 82659360: 0.8082269157001305; 121234757: 0.7949918722884852; 130060636: 0.7902262876428732; 66513895: 0.7893862384048915; 82712892: 0.7883848773162673; 86789005: 0.785311917551297; 115525185: 0.7821712989889785; 57870845: 0.7809213082586269
21783941	106941688: 0.8335547779021991; 12470858: 0.8316882055122353; 22660711: 0.815876035373996; 83393243: 0.8147673769196077; 82596240: 0.8147673769196077; 22724514: 0.8128298376722636; 14593322: 0.8090764459662727; 131286054: 0.8013232203149315; 105108064: 0.8013232203149315; 136495787: 0.7993264901830504
116017699	115939662: 0.9139250589902599; 63271059: 0.9049222899383397; 102812902: 0.9045469284860994; 103602762: 0.8868233606090177; 62659167: 0.8832444979318422; 79738534: 0.8789678078115782; 82731614: 0.8764295968419891; 17583092: 0.8756344024510444; 63452132: 0.8723430258555042; 105733515: 0.8711196016054306
45094686	81287570: 0.9453848372248053; 134301520: 0.9283369468378002; 22316044: 0.9251149140821292; 89041146: 0.9183520146431585; 70293883: 0.9117624879527465; 63840577: 0.9098233993695743; 90968923: 0.9084682026208459; 19710429: 0.9064820725420457; 104617190: 0.9055559097590647; 129363703: 0.9036143367793228
98773724	23373251: 0.9434615484243456; 82267146: 0.9398623336409858; 22041981: 0.9369081035137525; 68142690: 0.9292164842499686; 58185833: 0.9288829681174948; 72064915: 0.9285994448060574; 90923693: 0.9279778340569764; 77266832: 0.9271329830731755; 18683125: 0.926245295559892; 46089179: 0.9258236600443197
131603335	107834567: 0.8310994797958046; 107836102: 0.8133628992843843; 115073473: 0.7922922262083095; 87131715: 0.7880822688845434; 67969740: 0.7737073584157603; 107834559: 0.7515192981392944; 104876136: 0.7506850354161037; 43424359: 0.7473524537841958; 92339391: 0.7457938416739259; 129183922: 0.7410878792486851
61952924	60093932: 0.9052538533904844; 115910337: 0.8838088327875198; 76415443: 0.8697476404947218; 104115418: 0.8666502395248964; 81062655: 0.8637247012972405; 115292452: 0.8635571597118821; 65234799: 0.8624257800045037; 58754493: 0.8575418239842535; 109673357: 0.8570398315237161; 61769729: 0.8528505086013168
91570066	78004207: 0.9370934730390078; 60349160: 0.9293492456992485; 18306982: 0.9243187256578909; 57099867: 0.9217493210018276; 102538628: 0.9213726569119677; 70049785: 0.9174359282643595; 44512149: 0.9159046124437152; 18303031: 0.9135598852141696; 18500675: 0.9125835538217989; 20049973: 0.9098159921884501
131190176	121796003: 0.8817541171890008; 107522518: 0.8713826218732598; 84016716: 0.8637163010870397; 84018294: 0.8595227285503358; 103755618: 0.8556513909512146; 46980314: 0.8466004889024554; 61628813: 0.8457869613309559; 130749854: 0.8441732306972911; 115042371: 0.8434726923227045; 63013396: 0.8430592663454242
82112540	21617088: 0.9588239614185137; 66113530: 0.936436417991707; 19220578: 0.9360600800692386; 7923726: 0.9278784088438559; 67830699: 0.9232577321999784; 12561844: 0.9229162886183921; 10838898: 0.9222554862823749; 121310170: 0.9140207629284629; 102175071: 0.9110453520370516; 118371432: 0.9100346633223434
88417176	123466153: 0.866684205592566; 132992108: 0.8472451602798179; 54672724: 0.8398827016825848; 129035660: 0.8304564837356736; 16731609: 0.8287359244906239; 123706798: 0.8271265619749681; 125468154: 0.8250197611125577; 2544943: 0.8207140996207057; 122389826: 0.820396924175196; 88663144: 0.8203149391003016
81311274	12140319: 0.8782765995792856; 67672043: 0.870198264676853; 118015403: 0.860093256588303; 123697855: 0.8554371436860142; 22795862: 0.8433018677490687; 92275111: 0.8430624693014657; 116920281: 0.8398482509274415; 129768035: 0.8396935412080181; 114081135: 0.8383562431529653; 85899762: 0.8355155296629813
105097305	118928998: 0.9148674679272233; 90498629: 0.8774554873469428; 124726629: 0.8767173880008714; 52906960: 0.8734570309041088; 82185532: 0.8717466219113896; 114268810: 0.8591460722726152; 22612319: 0.8546797283458564; 61087303: 0.8499377422389364; 81954716: 0.8427827558578559; 62552402: 0.8387219752758618
63599878	84616752: 0.9064857857734739; 115042725: 0.8732312985839612; 68471391: 0.8469962886851474; 103403037: 0.8413038212516281; 119094833: 0.8260910013309498; 131962430: 0.8170697475875184; 114772344: 0.8096229163926021; 57182083: 0.8074456548768149; 23891085: 0.8045462087821232; 103178135: 0.8044770989167619
84118475	104274607: 0.9179317064957935; 103522679: 0.9029870129066605; 103527878: 0.8982969990881293; 108382516: 0.8643549993000763; 84109569: 0.8512885414385024; 106191067: 0.845734554254388; 103817592: 0.8363392266529683; 79340532: 0.8361725241160304; 131628456: 0.8331042044930377; 114470673: 0.832383821910593
112674257	112550667: 0.9033682024815958; 95343365: 0.831696358845334; 112673392: 0.8205689409594079; 129484337: 0.8200725160926969; 102445024: 0.8182676592548075; 16352565: 0.8089460629295844; 106171350: 0.8061970273122235; 22707224: 0.8057658313079552; 131039813: 0.8048471231405122; 63930969: 0.8042971508451832
62503663	82328769: 0.9031114818363288; 62298816: 0.8988752447025623; 103019675: 0.8974351926273537; 79436065: 0.8967355607154592; 62725499: 0.891200198097183; 43356524: 0.8910993841056661; 64497686: 0.8850874910818121; 60742345: 0.8850836531551075; 66702379: 0.8839496768732764; 3743211: 0.8826232327581731
85646026	67949414: 0.8859781294093894; 132066762: 0.8729875476780359; 86342982: 0.8718523363452694; 90244823: 0.8662594609128171; 134594087: 0.8623384605726787; 129252974: 0.8564156359603289; 137655883: 0.8549118169461231; 132067759: 0.8544940910500793; 89505028: 0.8543139113826457; 134270004: 0.854278796324649
14089491	95839017: 0.8797686663881562; 22106446: 0.8792988321477373; 137313289: 0.8734260954254591; 59586283: 0.8672793216935897; 9845087: 0.8660887307188219; 136937224: 0.8657143032923126; 57606838: 0.8645171211410353; 68913659: 0.8626181923696125; 130438570: 0.8610182191303909; 130444068: 0.8582161814073699
61425391	108503746: 0.9448802989030123; 89194354: 0.9334520986620475; 81987151: 0.9328543078121404; 62669567: 0.9167180897147498; 57059213: 0.9146677211006424; 18214423: 0.9091317820085005; 110895896: 0.9074042260410523; 61377510: 0.9053003188130206; 122022244: 0.9002146821750034; 15936100: 0.9001103228568083
114987857	80099920: 0.9999999899352661; 116927820: 0.9568276101304756; 68216049: 0.9495093829063526; 66465320: 0.9480629749323615; 66468061: 0.9480629749323615; 67292870: 0.9418664615652627; 64000382: 0.9381611470456299; 56878244: 0.9373823080870661; 105490273: 0.9344171626299408; 102453882: 0.9341862952854669
130656115	129462294: 0.9527267712072802; 68067637: 0.9461092644111188; 132299603: 0.9364761343866963; 91245912: 0.9363964853849516; 83853759: 0.9345190688467161; 128211822: 0.9280468953584452; 123375483: 0.9214700116642508; 127438491: 0.9203585813429542; 127751365: 0.9177624150486922; 81932658: 0.9177513761409866
60795231	54942929: 0.8948382802066658; 133592596: 0.891022594111944; 79473883: 0.8886249446781721; 45824112: 0.884671553573742; 9430290: 0.8842205436056162; 82693753: 0.8841397380137257; 121102806: 0.8840876051236559; 76903812: 0.8825966561166164; 105633520: 0.8823989392533284; 109973029: 0.880888150209707
89109268	129531514: 0.8968327427344921; 19824960: 0.8943656830542739; 46176598: 0.8881750366478351; 101468178: 0.8868281816030004; 19233258: 0.8856894621949033; 63675894: 0.8843252407318658; 70165416: 0.882711710288603; 11803096: 0.8825165325567429; 136138439: 0.8823034748466397; 18396576: 0.8821449184295055
99978275	42553601: 0.9231358087676738; 20855976: 0.9115659751794221; 9346141: 0.8920877006354201; 80220663: 0.8755591040556656; 3401680: 0.8655817885489264; 1602496: 0.8554377315351487; 71256698: 0.8540641556256717; 124092056: 0.8511534148478357; 126625406: 0.8500396166447856; 87738129: 0.8495778599974338
104921283	12783976: 0.9087884944157371; 118911190: 0.8966749213920303; 80176102: 0.8959494076353461; 133473943: 0.8954841311281749; 134075342: 0.8932950950920292; 132382619: 0.8896535355713133; 9924602: 0.8863714259422465; 118249268: 0.8845415827818398; 72064225: 0.8840939668456338; 11621738: 0.8826165103649064
60692138	60691702: 0.9440944110929773; 114831488: 0.9400324322304036; 62010562: 0.9329787238771984; 57099867: 0.9258091921010756; 20458511: 0.9247480237512294; 104354626: 0.92431939182611; 60774593: 0.9183046976161189; 108506866: 0.91644404924414; 116274532: 0.9159136591557915; 19811289: 0.9141365572870351
58723178	88075553: 0.8989045671404579; 5036429: 0.898783954050336; 87988059: 0.8957249636475966; 11479244: 0.893283216566598; 102407044: 0.8921677717914605; 101408260: 0.8907767164597882; 132850316: 0.8887180718309318; 135252871: 0.8879232639600488; 59135171: 0.8876843933587022; 87950938: 0.8869501628322298
22672728	107202691: 0.9622638468877319; 132129554: 0.9338389838936545; 107214431: 0.9235819513609007; 70046228: 0.9218284789498306; 545718: 0.9213151830736549; 123479115: 0.9166999185183731; 7192470: 0.916130265546372; 117928336: 0.9144744917473462; 123770696: 0.9133346523770849; 107342959: 0.9111244577803919
21902142	88277165: 0.9428611107493333; 23104584: 0.9380304970597225; 116085092: 0.9262119011932692; 106881600: 0.9173590136493027; 88642969: 0.9138135195324076; 129256783: 0.9123395061249105; 25094958: 0.9113363834099949; 80014386: 0.9064405176936352; 80013580: 0.9051896205636933; 64613740: 0.9043215704648132
133392632	102816724: 0.9486540206816522; 118182945: 0.9198893125070133; 107056819: 0.9154383734567033; 66355193: 0.9136098226606283; 117562421: 0.9128589683311855; 64816474: 0.9093034373901443; 62924649: 0.9090376969494702; 93345913: 0.9040045618434523; 64760214: 0.8980548102014945; 68286290: 0.8978449379049726
115122605	107317604: 0.9310102413780438; 102302834: 0.9229569236523913; 105647059: 0.915839725105984; 83960483: 0.9155760219252855; 80289921: 0.914192188692089; 103773594: 0.9130914275327777; 115871947: 0.9088436249684592; 60266385: 0.9070626988378185; 65036200: 0.9049877334215461; 87322989: 0.9011190825222446
20214946	90644520: 0.9089971830634568; 52992039: 0.8985103426573587; 18419102: 0.8896169834434192; 129244607: 0.8882908514928232; 50762249: 0.8882132280474561; 63154337: 0.8881540413607463; 53063402: 0.8831851117717902; 1111675: 0.8830247352689236; 69239362: 0.8794345731760101; 43325785: 0.8788925261953201
90063972	105329927: 0.7360926067157666; 20453020: 0.7243238493406089; 116844887: 0.709933490592485; 129110016: 0.7022572651901678; 23346992: 0.6930150996187586; 71035158: 0.6872983527592548; 123289083: 0.6859070500999427; 105307557: 0.6776323248501089; 90063808: 0.6773279520643373; 107065873: 0.676979870211657
65642668	68993094: 0.8447706365810653; 89765214: 0.8446594701486929; 66021020: 0.8396080395663403; 122237718: 0.8350701899074777; 135342812: 0.8314707499781501; 107613899: 0.8310867894387375; 9835675: 0.8292162353983683; 56587532: 0.8289671182849191; 91799536: 0.8281698919874712; 68187493: 0.8279933379065327
57380012	122488109: 0.7341084852384755; 134239774: 0.7087615122215488; 53372414: 0.7061435950990467; 76903221: 0.6976271025239988; 118056431: 0.6835595535862141; 134196482: 0.6809447465178798; 103398588: 0.6785860604516756; 132106651: 0.6762272218778393; 91412463: 0.6758435656074679; 97144643: 0.6755600043717983
119031692	127493616: 0.876525115360027; 130183418: 0.8689269086009629; 128591623: 0.8670364810388265; 79746247: 0.8662811507853035; 125496313: 0.8637661181687301; 59487143: 0.861945677528579; 104942975: 0.8596614229095144; 117067684: 0.8591041616356886; 118300370: 0.8587356040120363; 79914000: 0.8576052823248491
53993198	915979: 0.8651159211158316; 54717898: 0.846998450940605; 23821045: 0.8398439756868006; 73897253: 0.8356144706105714; 101639003: 0.8330749558085088; 134332103: 0.8320038972260102; 147338: 0.8317944761805572; 70657701: 0.8317466302086297; 134582960: 0.8316340334677959; 6581096: 0.8289016294310428
58899669	132918253: 0.9721357171065332; 68610273: 0.9365075388650278; 4348430: 0.9281336058819148; 69550006: 0.9229889713097024; 134332103: 0.9196793275935182; 67085336: 0.913178157660667; 54317878: 0.9122115073023679; 59770778: 0.9121580186961813; 118532556: 0.9108818517551458; 98367868: 0.9099161702996281
105455456	131536554: 0.939514946047166; 130717797: 0.939514946047166; 129748811: 0.9389730588286627; 110446081: 0.9344444743823983; 53481928: 0.9271260832296744; 60024314: 0.9231317429805129; 117118784: 0.9174118781826285; 77753166: 0.9166303647659985; 59004384: 0.916550116661709; 43010974: 0.9153600163790301
62809579	68053840: 0.8989940813906817; 114829825: 0.8841630581740838; 79628796: 0.868410362014747; 63097766: 0.8560511896742009; 79950204: 0.8549577444689664; 116222651: 0.8533115205311662; 61472375: 0.8530381323592224; 79677847: 0.8528919481985606; 115899692: 0.8507358163874331; 108358118: 0.8482501330069151
12065105	79872377: 0.9216205648645507; 90145482: 0.9154081439363416; 64544653: 0.914955513552072; 71261461: 0.9147963455378009; 7295091: 0.91353623699782; 60553761: 0.9125654779404205; 127049405: 0.9078572034009024; 3914238: 0.9064961909807868; 55810445: 0.9064612000126867; 7254266: 0.9056018303525994
66926215	67268618: 0.8942623961333614; 57138209: 0.8866665978126708; 70553663: 0.8842245336543233; 3352711: 0.8820590914162064; 113624509: 0.8817664602834541; 44211080: 0.8812352456825615; 58411251: 0.8800694933335678; 122229156: 0.8797683052841254; 101839697: 0.8795497303357162; 58599852: 0.8787247707723886
82076745	116931605: 0.9906170838254289; 71278347: 0.94063159173479; 112468966: 0.9325969177490387; 86054736: 0.9322309796552493; 132572868: 0.9262106498018788; 122226116: 0.9251790623637393; 19123266: 0.9227747191512337; 19123328: 0.9227222338919443; 124644743: 0.9219474269666373; 29977415: 0.9215000343611226
104421849	81334090: 0.8835514032848973; 117581050: 0.863681944041577; 107203624: 0.8623906648955689; 106842317: 0.8589093182178725; 106842777: 0.8532093824715197; 54803366: 0.8495228921184245; 54392972: 0.8393842717195346; 28714728: 0.8356741027773458; 80299091: 0.8342616151338262; 130652367: 0.8340044938306883
81962198	81963289: 0.9534896634620416; 106666766: 0.9495218067881439; 61951999: 0.9235706340122823; 117581050: 0.9219194109312101; 123375524: 0.919865603260722; 57957357: 0.9194117557042718; 137534538: 0.919117796833965; 61819591: 0.9122098449905597; 58115460: 0.9110211302900255; 54563345: 0.9108432199656065
20742484	118144651: 0.9469766188959153; 101690426: 0.9429391836518353; 136917429: 0.9424746846258669; 135570942: 0.9421239373895512; 136701738: 0.9401446404371461; 118696167: 0.9353384034888473; 136662737: 0.9346988176877995; 136682913: 0.9313580422099795; 104204: 0.9302908836718811; 166125: 0.9297369856311148
60771139	16389278: 0.9575658378285379; 43346424: 0.9383783851083013; 49676469: 0.9304182160464299; 127254693: 0.9226652046487401; 55992511: 0.9120028934570463; 60175850: 0.907212564295837; 128867111: 0.9068497344923789; 51574305: 0.8948287539153486; 45214729: 0.8946347949670479; 3191353: 0.8889965925566823
10679663	97441176: 0.8501504253810271; 27274706: 0.8486685077216853; 25195675: 0.8479978136209051; 50905410: 0.8457314258895763; 11055080: 0.8421266028423368; 57856483: 0.8403904547039321; 58474712: 0.8392966608302277; 66982384: 0.8373960057747929; 123351311: 0.8350944036583992; 98162368: 0.8348207730462809
43163546	90750933: 0.9141234876435825; 66914711: 0.9072053373450186; 2045579: 0.884561100632863; 56381500: 0.882724891581836; 11614351: 0.8824702771579677; 51349663: 0.8822291973881229; 137385069: 0.8817150124988152; 44248022: 0.8809314045322512; 115635436: 0.878821373351138; 70473927: 0.8787738584880818
18471848	110253923: 0.8934893088605215; 123431631: 0.8903717451372435; 128567998: 0.8742402616592959; 71743864: 0.8679692354070404; 51049355: 0.8671308119803071; 49743670: 0.8655749200532389; 91825330: 0.8654562995975431; 128385556: 0.8646883034877354; 128597345: 0.8638601715571684; 90738809: 0.860487082490291
71204405	68074073: 0.954798978071725; 50839005: 0.9149815167054379; 28859967: 0.9114578493836843; 136600757: 0.9104893487077201; 136495787: 0.9089986084721771; 130444068: 0.9028369985059971; 130063556: 0.8956613319478476; 51287118: 0.8952319101624067; 69835096: 0.894492512549627; 70666232: 0.8940125401697427
126498505	123812064: 0.8718091286270594; 130346454: 0.8639911092916605; 91100685: 0.8630175805360314; 123555224: 0.8197295339628001; 136705040: 0.8173778737721777; 91238410: 0.8132086671525804; 90153269: 0.8120896647475309; 130183204: 0.8073550290702741; 12192188: 0.8066704324133944; 137465338: 0.8033253353268803
54236383	99834815: 0.907684678741162; 80021556: 0.9028025934486312; 99647689: 0.8939946751336653; 107022210: 0.8923511191199016; 78919607: 0.8909586707546177; 106881600: 0.8894461189580778; 64613740: 0.8890555780525404; 23104584: 0.8874791772488676; 130870074: 0.8873702252645445; 129256783: 0.8832395586036361
43525268	81842003: 0.9399357315007826; 82471552: 0.9378662046233359; 101899987: 0.8859286814872062; 89467757: 0.8712580992799784; 120863812: 0.8681828494304511; 107915066: 0.8681586056985944; 90854292: 0.8644754973944091; 3714120: 0.8618767004301682; 66296330: 0.8617387378434065; 68180660: 0.8605521104337452
83819648	83974116: 0.8953940335182293; 79307683: 0.880523650843111; 10803393: 0.8802093930419943; 7578853: 0.879475153296637; 130172828: 0.8779078944564532; 65394112: 0.8742742270685343; 20512117: 0.8741966240260952; 80099547: 0.8724284321820182; 56626657: 0.865846850571507; 65229266: 0.8656543641417451
80300075	114898631: 0.9527077203873948; 60680690: 0.9526607072985238; 58954544: 0.9452908642884658; 107095279: 0.9374903357460174; 73940709: 0.9366762195500874; 123937305: 0.9339093004837595; 129291497: 0.9291215950135383; 76780539: 0.9261470094235876; 107317604: 0.9230891011314768; 117612503: 0.9215110515499252
130165711	131051865: 0.9845883026019658; 107262090: 0.923713061749654; 80358080: 0.9040245242345283; 115874402: 0.9032862432325023; 129367179: 0.9031342908777208; 23149980: 0.8902567394084814; 107148180: 0.8898625070773547; 107220470: 0.8884113763395064; 128188656: 0.8827136081433544; 76924779: 0.8818284467660227
