CID,inchikey,kingdom,superclass,class
59200530,XIBDQYSFNBQMPN-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
42608592,TWHFQQROGAZOCN-BMTNDILFSA-N,Organic compounds,Alkaloids and derivatives,Morphinans
114974677,DSOQZFSLDIBNSL-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
57491672,QBZDMSLMSZPVID-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons
44179463,ZGXKJTWXTRLZPX-ZBCONREDSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
99798132,CODMPIZQXBHMLO-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
131773956,IQBFGWNKLAFBKT-POGSWUJUSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
20665430,RQWFUQXUANUJRY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
106282758,LGOSHEJHYNERGZ-UHFFFAOYSA-N,Organic compounds,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds"
91850645,QFPPWIZCEYNZKN-YEOQIWMKSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
22795048,RXQXQQLMEDUYGA-UIHXKZQBSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides
59598640,DFWVJAXVZJLEEX-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
67354965,MRBAINRVQTZUBO-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
6729241,KEZALDIRBVRQLC-HJDSCRHSSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
71313226,XYFFWTYOFPSZRM-IPQLZRNVSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
80923356,UCRKTWRNZYSPIX-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
83052133,VVUDJXVSVIYEPJ-UHFFFAOYSA-N,Organic compounds,Alkaloids and derivatives,None
5832763,OYTFFRBEJSEPRQ-CMDGGOBGSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
105790803,TXLJNHQLSBPWAB-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioureas
112931442,ROUCINPXRVDFQB-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
89470122,SUECVFXLDRAZFG-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
9620940,VCUPJSIOAWNNDP-VULFUBBASA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
8208762,YROBRSHHNSTSHJ-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
81299291,FTIJLDATGHQJCN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
3596706,KYPOLAOXEWGCAU-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
20761153,IAAJBJHDGHSNPE-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
70576629,ZYKDEWAZQDYLJA-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
62292285,ODKWPSABCRZCOG-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131754816,JYUCWSBASHDPNK-RCNFGDSNSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
91385952,IERWFZCKRPFRMT-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
6438445,GGZYOFVKHSKDIP-WSMWQBPRSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
44146521,IFGUQTFUJCJBGK-NWUVBWGCSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
8251746,MMJCIRGGCGMPAS-DHZHZOJOSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
110332902,RYXJDUFMNJZEQN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131806100,VCBBVGATDRPJGZ-YZMWRMHMSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
107421597,GJBWFGOPQFCAEX-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
66615684,XEIAODYRKSTPKX-JEBGQCBNSA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
70494694,BVYQXCZDWPRMHO-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
131812612,IYCJEKVIFVEUKR-QSCHNALKSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
82395117,LKBXLXNGKKPWBC-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
71578118,FPIWCWRRBJSZGQ-QAYZKLPISA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
89535582,KBRHGSREIYSVSG-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
76768267,QUAACMKIRHXEPE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
80256930,MKULJVXAGQXSFA-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
19691659,HBPKRINMSFSGGE-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
58808024,SQHPGVCETDULMM-SJWCFINBSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
56652133,RBIUJWQJXRNPKF-YWMFWSHQSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
15661788,NCPMFOPPXVBLQI-FOCLMDBBSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamyl alcohols
87913812,IXRYCESOQPMASV-GCHJQGSQSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
103066321,FVYAKJRJHVEJRG-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
50796254,IMJPIQCFRXGKCQ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
11987738,KZMPOGLFXNVPAU-SAQCQUKLSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
65782312,BSJRXCVDBPYDGB-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
20040597,CGZNGROGYIEXRZ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
44487234,HGTBFUICODGLJG-QHRIQVFBSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
9527906,GUYDZMJOVQCBJA-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131754370,AOFLKNYFOJRUSZ-VPWICCETSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
81011935,KFLIAEMPAUWCPY-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
80731518,QKOVRWXDMZRKQL-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
118707353,VNTSJUKQBOHRNF-SUSMYJSZSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
103598910,WCVVHPYJMDMUSH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
4584,QNDVLZJODHBUFM-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
20904231,ZIYWUHATOYSDIM-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives
60955789,GGBASZXKBKPYND-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
127026641,YYVUKSZYTNVDIA-ADHAXWBKSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
70482527,AAZJGRRUMSLHSC-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
90117133,NEUYMUNZNOUFPZ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
87347959,IINQZRHTNRJLTC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
72244033,LBRSKPMGXMZULY-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
62437184,NUYIFEHIIMWJIX-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
448151,UKQGAMWGTOTQPC-ALOLAALWSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
18155763,AGDMIIFKAYGCCE-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
102312961,QOXOZLGZUZXSOT-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
8833337,XNGYLVDWUBKULF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
66425019,RZGMMSQJNYOHJA-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
58412841,FGWNNJFGGRGDFU-OSPHWJPCSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
101514421,YNDCFYFOKAIFDY-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
106960261,DXCDEYIEXJBLHY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
269368,UFDOKTYCSHHKDL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
92118432,AKMBQNKYMAHBRZ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131805834,SHCHRAFIJCFTGS-USYZEHPZSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
89212794,RKPUPGLNHSDSSF-QONZTCJLSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
19852495,FHQRETLPPUWBFD-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
59219642,DWRTZQAASXWQOW-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
89391834,BKLLHENCWWLTIR-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
99771204,TVEXPMZTLXPLLA-PJKYWEIRSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
82970129,VMXRXBKKKSKBLH-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
19124734,ODUIJQVURLIUAQ-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
91855561,TYILJUKSULHQPW-SKEFFZRVSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
80792592,BZAUCCNZZAQIKK-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
60685613,XTKOOWQGUTWNGJ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
10460622,LMFMQQDUGDUTNM-QFIPXVFZSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
10950268,UNGAYKBXVNTDHR-BJPSTIKESA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
92220910,VYOLIGMUJMNWIA-NZQYGMBQSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
21730076,BLALIUMPFGFRON-OEPOYGTRSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
62847870,XUGODQSWIFRVJN-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
5094538,GTMUNTUZTKMBSC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
87218298,YKACODDTMZTEHR-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
28588108,VTJDUDAQHYNEIT-YFKPBYRVSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
80229307,ZOGAVDBZOCCIDL-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
46842939,JKZVJFHNCVREHC-KJSKXMIASA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
23558284,HISRRUAOVCXYMG-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
107495117,JBYGJPNSUROEKM-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
57065055,LZUNSRHGVYEYOH-OLZOCXBDSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
80834822,ZEFMLRDDOBWXIG-UHFFFAOYSA-N,Organic compounds,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds"
105416601,QBOUEESLGDTIEC-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
70271559,GVQSJMFACXYSRU-JJFBUQMESA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
13827180,ZSLPURGFFOIRAZ-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
21427976,FXTLKXQXPVZOBH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
88873392,WVSGQKLFCFUSEO-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
105644629,WTOUHGFDINVFRR-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
70860659,XHIJJVLEAQXTIJ-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
101484619,SWCDGNUUGFGDFN-JVLMNHKTSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
10793787,WXIZQDJMXHEKRD-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
131822573,TXNDCPFEVUNDAT-USYZEHPZSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
7036148,RWJSAQOHDPXIIP-CLJLJLNGSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
21457662,MKYXLQIGAHHOCV-OVAWZFJPSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
63461893,UTQLVHXJMZHRGE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
79861888,NFCRJDWWTAIYCI-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
11556608,HCWFKOMUSBEPST-ZDAZUYGVSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
57265367,NZSMPBQVIYEOBR-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Isothiocyanates
11955671,PGNJWCLKLVQPAH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
93717049,VIJHMEUSIIWQIR-JAIQZWGSSA-N,Organic compounds,Phenylpropanoids and polyketides,Aurone flavonoids
57508518,XSEOYPMPHHCUBN-FGYWBSQSSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
108346469,QBNJJXJXKQJDOY-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
81964185,DBSGVVAQFSOOIX-AATRIKPKSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
17979301,ZQWDEVGVCOSFEA-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91108817,XTGFFXLAIQDZTI-CXNSMIOJSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
91176196,ICKNFCHOCVDXTP-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
10509947,XCBOGMXPSZYSDQ-CZDBGKGPSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
54358723,UKYNGIDUKUFOQS-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101976936,PRJMXPHFBREQEJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
107527226,WYOZWSXEHTYKKE-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
44616910,XIVCQDXGZVVHDO-UCTCLUAXSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
10391907,WWXWDIAWIBSYIT-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives
58774262,ZNEORDYCOZTLLV-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
51703473,QREZXPKESIUJPI-OAHLLOKOSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives
59886213,YFJOQMKQJWPVKL-VHUHKQJRSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
109931760,VKGHZOADHLLQPN-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
6204052,SBKHJQDMWGYVGY-QNGOZBTKSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
63717630,HUQRMVRKTLPHFG-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
108131454,UCRKQOKSUGRZJM-UHFFFAOYSA-N,Organic compounds,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds"
22034582,BIQYQXQTGJIPGC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
69590094,UFGHQIQOJJUGCR-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
59260047,RBSRXBNNMLTWBU-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
100788107,JUZUJVIRBKVCRY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
7528876,FOIGLEVTAXEUKN-HSZRJFAPSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
56672948,IMGFUPDQDVZBDM-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131815744,XGGQXVFFISRXLZ-LGJKLLRXSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
87587331,FGSATQNQCAKXCX-UGCQDJOBSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
57240034,CKBADACVPXYWCU-BDCODIICSA-N,Organic compounds,"Lignans, neolignans and related compounds",None
46241531,MWLXWVNCIBZKOU-HZVXJNDJSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides
72156016,AYHWCMABLKAYGU-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
91158266,CIFGQCZSKNVNPL-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
79227172,ZORQAIRLYICOLN-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
22546393,BWERHZUXJNLODW-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
45482924,BWVLIYVJTPIKPO-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
43779173,DHSPYTHTCSCFQO-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
88646754,PVYIHDWQRHWLOP-UGSNDAEHSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
87311102,BXOCHUWSGYYSFW-VOBWTAGLSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
59249578,RATVHOYSILRDLC-PDRJRCDBSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
91860228,PGQUWFQLWJEWCJ-CAYNDRLCSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
40446423,BOVVATZIAPROOQ-PCJQFBCGSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
79335466,MNVURHYGAIWDAR-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamyl alcohols
49769362,SABXNCRSZCEVCI-DWRCQGHTSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
11152115,BPNWWFAFERHJNL-BGDAJJDDSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
40809874,RZFONNNOJOPWDE-CYBMUJFWSA-N,Organic compounds,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds"
131812684,VQSQTGKLNHOFMY-UWGNJQTFSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
1791860,JPZIPCONPIVLJB-IHMBJBNHSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
57865469,LZOZSKYAOIPCCP-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
110135026,RLFXNRCVURMZBL-DPENURGUSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
331347,IGDBHYIITLTRPI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
87770296,MFPFFIQDUBVRLR-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
71490225,DQMPIWYMFBTRLZ-HOPZYGGHSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
4085472,RFRSGLNDJLFNAV-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
103848698,HFPUGRPQHLTYQL-SNAWJCMRSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
89869866,RSRCYCZRUBPCNC-BGQAYROVSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues
88543481,TXSFXVLYQFEGSJ-FBHVNCHLSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
65188297,HWSFEPPEYPGQGP-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
44889591,XERXXKYHGGZEAJ-ZUWFHJRGSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
81160109,NMMMPDSZXCWUQU-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
106643243,IXXYCLZVAAQPMZ-UHFFFAOYSA-N,Organic compounds,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds"
99638084,XEKSERXRFJTQFT-XMSQKQJNSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
6732247,OOIHEYNDKGXHJH-XRMZZOKZSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
106091385,HOGRXETUFFGYML-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
52915029,DAFZRBCBCNNZJR-BXZPESDPSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
64820151,GQAHKVFDMALWJI-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
113716332,LJDPMTKTDMSHJG-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
64085357,QJHJWKIPWPQROW-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
20143083,NUUNUFRGUUGFMS-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
52688762,DDUOQXCOLGGSGR-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives
87077473,VJRYTIQIVSLTFT-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
89950629,AOWHXGPTPSIBLA-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
58174970,ADNREYWUQBXKBL-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
90721213,QDXVUTHCNPVOMW-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
43481750,CIPJIWLFPIKCPV-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
86127859,IUABXSHIXYIRMH-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
105187090,FVGPBLVCNOTAFZ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
53640032,VOTCIPOJEFJZQW-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Saturated hydrocarbons
89364795,LNEHNYINRXDXIJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
10438169,BWTMIXDJGKCQIS-FWYNDXFVSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
98165807,QRJFSCJTYDLBIC-AVKZGCRPSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
87311799,PMVSRYMTMDBPGN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organic oxoanionic compounds
