CID,inchikey,kingdom,superclass,class
89797698,IRKIKFRDWPNBNB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
3109790,RINHUYJPDWCWMJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
82277179,WWGMWZCQKOHESB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
4646920,DPGBDKRNWKXRPR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
53542401,GONLDSZXERMANU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
101005528,RTTRETYTSYLKJJ-JXMROGBWSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyridines
64274578,IKDJGCDQRNCANZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
53550881,IDGXDQPTIAKDGO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
5208939,USDASSRXWFZKDA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
95147929,VLZUKEHMVIUZRH-VIFPVBQESA-N,Organic compounds,Organoheterocyclic compounds,Azoles
11444213,BSYPZQNFVRYLRT-UXBLZVDNSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
66640616,GONIXQFTKALYBA-BYDMSBDESA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
44533607,YJASGFLOTDAFSS-WEVVVXLNSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
5128600,VCDSXSRFMXPIHH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
9874132,XNUHTWVJBSMKPJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
136598896,OJOXDKXDBKSIEH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridopyrimidines
59990441,NPQFZYKRQMMTJY-FQEVSTJZSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
24048467,HIWDOKLXQYSCOY-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazines
112228868,JWQSVDJPFDWZMA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
29149747,ONACROHGEOCFDM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridodiazepines
135790311,IGTWRLFVIBBURD-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Triazolopyrimidines
130712373,LQFIPVCNDUFBJJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
3880541,UHGUVKOPFWQWNO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
55463651,DMTJTMBHJQBFQF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
71796270,PSMTZJPMVNIMTO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazoles
92495222,PBMAKOWKICHCHS-KRWDZBQOSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazines
70276077,PITYWHDOTKCKDS-ZQBSSHTJSA-N,Organic compounds,Organoheterocyclic compounds,Azepanes
91033754,AVOXKGROHYXGPC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Furofurans
18549746,QEWZNEUFEUDHAL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
65919789,DULKHCZMELUPNA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiophenes
8078227,PCRBTSNNYZEVJG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
91920478,OUDMHNCTNXLNBY-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
104702978,UUBIJSNBFJQCRI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Coumarans
107038257,UGPQLVWEWGPWEK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives
135880402,KTWNJHJMPCGECK-CQSZACIVSA-N,Organic compounds,Organoheterocyclic compounds,Pyridopyrimidines
26918275,WBJYOIZPYCGELP-CEAUSMBCSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
41349444,YSVFFFRLYZWHDA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
89002097,UCRNLYXYRNJGAT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzofurans
17483390,FCXLHUGMWBWVCP-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
6629898,MVLFMIHIBDQYEW-KGADXTAKSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrans
53856788,GTRWJAKVINKPRO-GCJKJVERSA-N,Organic compounds,Organoheterocyclic compounds,Lactams
9849732,BNUXAGQPRCTFLK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
23881322,SNFDXZPRZIABHL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
89279836,JOEOVTUTQSRWST-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
108854873,WSGLZRYCOXFEFV-ICFOKQHNSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
66231286,LCZWLJLCQZQTBB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
46999529,FPBQQIIZGWPHHT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
62897728,BAZCQVSBVHNZFH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
82212112,AUZLOYNQWFNPAN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
101797159,FIPOMPDRGLKNCW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines
7862310,XDHDIXUJOAMPLQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
3590937,RCEASHVQNYTHPA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
1200140,DXYNYRZMARXGML-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
39509550,VAZTWZHMLWBZRN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
67162602,TWFNZTNAMNXZOO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
91143317,XXZDLNWPRKLAMA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
2588276,ODMNGFHFCNITJB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
57991375,OUYAUNHJWCXTQO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
16190504,DZYCDYDHQABHJN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
108614877,LJGXZPOUYQWBLV-XUTLUUPISA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
55770414,VGJVHPZHDGYOQB-LFIBNONCSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
6288739,QNYXHEMBYOTADV-ZNTNEXAZSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
2635323,SHINSXXJXFLSAU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
18550873,UXJPPFQQBXPGIL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
70175355,NLHMCOKCGFCULP-PAZRZLAHSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
5353919,LMXYVLFTZRPNRV-XCVCLJGOSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
58720603,SQXAWUHGMVBHBW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiadiazines
1101982,OZILAYRVOJXYOY-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines
82341528,OPBYMZYZICLWGX-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
114069306,NUWMDWWRBPSKSH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
105335986,JBIKEJYKFGQQHZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Oxolanes
56715385,XPIVWXSNDYHNMR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
80999260,DNWZXNDOHNEEKE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
89392033,YLDVXUCUCMQHQP-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
89743652,BCGVUSBBKNQPRZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Bi- and oligothiophenes
4837607,JPXQHVPTQBJRSU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
58746323,UZWMGQFOEASQCJ-CQSZACIVSA-N,Organic compounds,Organoheterocyclic compounds,Azolidines
24020056,XQDLKXHHKBAGDS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
4098636,GVWCBSSZKBLLPZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
22179541,WCQADFRINUNSDL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
67180280,BHWKOIUGNYTJEU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines
101955590,IFHOUUDSBIJJAQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
98451855,BRXVSJPHZYSPQO-YQQRZDPSSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
59345819,ZEAKMPNLRVCYTI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzodioxoles
63164326,AYFUGHUWTQMPAM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
4706617,NGPWDPDJCMYYGT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrans
66711142,YZTPBIPFYYUQTF-QHCPKHFHSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
71136297,IOPXGQQXRVNAJE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
18840769,OCEGNYXCDLUWQN-NVNXTCNLSA-N,Organic compounds,Organoheterocyclic compounds,Azolidines
6183821,DOJTYAULDQRZPV-ORIPQNMZSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
70806928,LQMJYTCYUAZUHM-AATRIKPKSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyridines
81489345,QJIPHLIHEAPNSE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzofurans
6406458,RMNJCUCZMKPSHM-VWLOTQADSA-N,Organic compounds,Organoheterocyclic compounds,Benzoxazepines
1819650,WVMRBUMEWHMKJG-STZFKDTASA-N,Organic compounds,Organoheterocyclic compounds,Azolidines
66925055,SDPQETVVWBPKQR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrroles
86345949,KGLLFUOPNJFVKX-GOSISDBHSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
81880292,WHNCWJIQWNNRBM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indolizidines
9089463,RZRJNTCLNFTNRF-BLMSOEDDSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
9255598,HENIADSFVCMFIT-URXFXBBRSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
87538812,XPOXVJXMFGBBKE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzazepines
41031728,LBVJGKQIDJDRQO-NDEPHWFRSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
91744878,FXNOEIQAHQEDHU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
1688982,QYOOSKOEMJNENT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
108721112,MKVWDFQBOVCBFI-OWWNRXNESA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
101038175,SYTVRUZQJYVPFP-LLVKDONJSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
56656503,URVVHNMMUUUGHW-DHZHZOJOSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
25381323,JFHAPQWXIBPLEC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Oxazinanes
3901291,WSPQNGYTQNQRNF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
89480463,MVUBRSDNPXGZFS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
118723787,LHTINPVVVSHASB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines
59243321,UQOQCBILUSMPQE-OALUTQOASA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
69579647,LVAZMRSVMPIDQW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azolines
64576973,LDNISOHTZXNPRF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
56136305,QACQFBBXHAPAOM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
44565637,IVLWBLYHPAQTOQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
92366661,OKSBRRUYVWEMQX-CQSZACIVSA-N,Organic compounds,Organoheterocyclic compounds,Benzoxadiazoles
22771626,OSOQGONKKBLXHD-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
46108964,YOALBZVJCPXZOF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
99665824,NYMIVLYEOIKHSJ-YGGCMVMVSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
4696011,PDVLFRROXITDMU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
91162398,VGUVOUXAFACPTE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
112474618,KDRUZCLRWIPCNE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
99837096,LAOHCSYNGKCJMQ-OAHLLOKOSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
99675199,LBDPJTIUJPUCTP-NNZNMFTDSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
69787342,CLAPABPCGUESKA-WHLOOWMUSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
92560120,ZUSONRUTSYVOFR-MOPGFXCFSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
113750468,FJJXNLBTIGKLOR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Oxolanes
7102329,UFGDRZLUKIODLC-ZXSJHISUSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
18832970,CKCLHADOMXGEDI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
90338364,RIODUJUJMZYSKZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azetidines
89693973,NHPPPZGPISTAMY-JEYLPNPQSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
69578512,CWCNFGAXNCUXGC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azolines
49864751,MAKZZEYOURRWCV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
4909410,KHCIIFPBLQLMQK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
43993906,FHBRYJXYKQUDLE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyridines
112813520,PHGHFVCZDWCIKH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
44481553,RFTAZPFCKANQLA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
79367556,XHBCPPJPYKFMKX-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Oxolanes
22049527,LURRDKFQDDFGBS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
994050,RXPRFRZRQQBNDY-CHWSQXEVSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
43743433,IODITZNUQVOPHZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrazoles
107576215,PDUKRRISJKCRJY-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
53382946,QZHSINYKDSMYLQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
70659946,ZNTZHWDDOLOYJU-HSZRJFAPSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
58239049,UDBWUFBNDQRJOV-GOECWMIFSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazoles
4132683,AKWRFUVTMQVXAW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
71579834,VAGYZRQXTRCDFY-PYMCNQPYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
79078617,STKSIJUSESPPEN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
468318,OCVDGPQJSORGJV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
70617499,WNGGEFXRIQBGCI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
94153435,WDUCYUGCKFHAMC-VHSXEESVSA-N,Organic compounds,Organoheterocyclic compounds,Benzodioxanes
23629951,WNEJGAYQNFZORS-QFIPXVFZSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
59298939,GHHGEXOQPOBCPJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
27372869,TVIDCRPPFMIKEK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives
92837000,KOXJHZCPLWEQEX-AZGAKELHSA-N,Organic compounds,Organoheterocyclic compounds,Benzoxazines
88856576,DKQCJUBKOXYYKK-QNMAEOQASA-N,Organic compounds,Organoheterocyclic compounds,Azoles
15166942,IRPWTAVVCPROCG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
3719924,OSAXDAYBTQRIQQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
79893191,WKQZTOUUOJRFGK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzoxazoles
53522652,VIQKKCPHJYEKGK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
100571925,ACKWRBRWROYOKI-QGZVFWFLSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
136693521,ZDDSHXNZZDJVLV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyranopyrimidines
55624842,LBZWJAUMYXIIDA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazoles
110546149,DKMWZZGSLPKXKJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolines
69734195,NLDKIUQJHFGKML-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines
95090490,HGJWHRIIFPJIIO-NSHDSACASA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazepines
37647729,HIMCLUYHJQZMSA-OAHLLOKOSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
57555618,GOBFORVIOYYRDP-NNFCHQEDSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
110408766,LIZHWEMZVYXTPO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
91556743,HIPOZBQOTQCWBU-XYOKQWHBSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
90060937,QLQHPYAWNLAOJC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
81449136,DNXZJSWOIVQBPX-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
111336671,SSZOGVGXABQBPT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
69575789,GCTIRMWCVLXPRU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
71558833,PRPDCMQKKGGHSR-KRWDZBQOSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
101829145,JSRBRXMSELFPTC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Oxepanes
57731722,NSOKCDBHMLFXFO-GOSISDBHSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
105011026,MDNWQBYTDMPPKG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiophenes
95893696,JSIZHZAUHMUKPS-IBGZPJMESA-N,Organic compounds,Organoheterocyclic compounds,Azaspirodecane derivatives
55759794,NOFYYIXLCAPPQA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
100046200,WCMVGBOKLZICEC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Oxazinanes
45078524,HWRSSKZWNXFKTJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
88573386,XCVRTZRVHZTCJM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
46338795,UKJFPDCAPVTNBD-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
106581735,YOCYLYMJCPMDPO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
56246893,GFJTUYLEWTXVCK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
97832416,KQNOKGZITAAWRM-CYBMUJFWSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
4305777,WHCMFQCMOUIMGU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
43194276,SJTQUOAXHMQNCU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzofurans
110431208,WOYBPADNVMYUTG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolopyrimidines
36146740,UCVBCMSKYLDLCP-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
88591686,BALRSPFLHOXDPV-BKPOFFDFSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
2010341,KTFVWXJBKBCBQH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
114836559,FQQXIWVEUXDFHX-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
3832034,CHBGRQQKEALTLQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
80068973,FKVDSEWBHPMYTA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
50988605,AFJGFMLXPMHAHR-KLFYCJEISA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
4191145,CLMQTVBMQGXGGK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
42599420,YMYBZJOZFHXBPN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
89350600,IBONBUFLGLRYKK-WNMGUVTHSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
52520634,ZOXIUHLCWFEGAV-FQEVSTJZSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
1236566,YHAUHMFUJLMLCC-SPUZQDLCSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
18468955,CQNXKTPKFVKCHG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolopyrimidines
103136830,LENUEUVZHWCVFO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
90231970,DBORPFGYENJMJY-QFQXNSOFSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
23660213,FYFBNZCPEKJVOU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
81753275,VSVGBVSJEGPFGJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
82169413,GMGNXULWCVMGQG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
83658432,JAEWVYJDVPGTIR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Furans
108722795,WKQUFYZOXODIJN-LSDHQDQOSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazoles
50866618,CAHGDURFQHJDCK-WGOQTCKBSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
40205047,ZYVXPKUEZDBZDQ-MFOYZWKCSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
70032113,DESGTKBIIXOPIF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
53797388,FFZJAHSTVCATPM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
101007861,ZYOOYEXUXRQOEE-LFCBLZOASA-N,Organic compounds,Organoheterocyclic compounds,Lactams
65583944,NHZUOGNDFMFVIR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
90956344,QHNAVQRARVARNH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
64618475,XZLSZXCZIUSKAS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
72702513,CMOMMUUKABYVDM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrans
8444362,KRKVTYAOMDPALD-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
108340166,AMWHVMYOCBVGGX-NBFOIZRFSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
3876066,XLFXWWWSADVIOV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
91232587,OBMDBYHCALGUCG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
4695751,DWTWADWVHLIABI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
6635123,YKADHGUATMMKFE-NKZBFBHHSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrans
105620941,WWSXCDUWDUQRQA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
64116194,OFDSVBAWEJYHAI-VIFPVBQESA-N,Organic compounds,Organoheterocyclic compounds,Azoles
80440831,DCVYOFWDMVNJBJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
21207993,BXRHFUOHDSXWQX-NTFVMDSBSA-N,Organic compounds,Organoheterocyclic compounds,Benzodioxoles
6527434,XPZOIGDHXUNBEU-AUWJEWJLSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
108582516,MFOQPBGGHUFNEJ-GYHWCHFESA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
100476346,FZCMNQLVWGIURY-CONSDPRKSA-N,Organic compounds,Organoheterocyclic compounds,Pyrroles
18826812,CAOJTJZNQHHEIO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
