fragment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
C1CNCN=N1,0.8796442,-1.4344567,1.267319,0.5720611,-0.2101555,0.07239495,1.8029917,-1.2915562,-0.654352,-1.7545313,0.8606794,0.93319386,-1.4529676,-1.5644034,-0.3403169,0.97627914,2.2351449,-1.1995116,2.6722598,2.3159492,-0.37864164,0.23450284,0.26131973,0.8697185,3.5937917,2.791096,1.0685213,-0.3102025,-1.6726503,-1.6357821
C1=NCC=NCC1,1.0904393,-1.0883753,1.6918617,-0.4436817,-1.469134,1.6839628,-0.8152282,-1.5504323,-1.091356,-1.739377,0.17954414,-0.5607615,-1.6861993,-1.3231049,-1.5534099,-0.13937733,1.2082913,2.3702035,1.8057809,1.4344968,-0.58286536,0.3928145,0.10337006,1.4815696,3.2574735,2.413194,0.7678179,0.3169126,-1.5488247,-1.1067641
C1NC2CC1C2,2.2553833,-0.5162293,1.7904118,0.22931325,1.5710549,0.07976849,-1.6228628,-1.2022882,3.4774938,-1.7567289,0.076321624,6.9745016,-1.5522833,-0.755103,-1.5952495,-1.657043,-1.5109363,-0.19603232,1.5881002,-1.6337541,-0.8427892,0.114080854,-0.5829512,1.3316981,-1.1668665,7.385335,1.0958525,0.32297358,-1.6776297,-1.3733729
C1=NCCSC1,2.7261324,-0.8413976,1.4063067,-0.6205799,-1.4493893,3.3537192,-1.0135456,-1.7229965,1.537006,-1.7167323,-1.2803835,-1.2112137,-1.6731384,-1.2481663,-1.6014279,-1.5912379,-0.54365975,2.0780237,1.1575408,-0.07757229,-0.2061832,0.3566743,1.9165617,1.8615671,1.9342952,1.3101611,-1.7343496,1.0318799,-1.3025055,-0.5010267
C1=CSNCN1,3.7748535,-0.50020987,-1.230438,-0.6875871,1.0702391,1.8229992,-0.19400722,-1.6912162,1.7702726,-1.7545047,-1.1964395,0.42346486,-1.1852162,-0.9991597,-0.78274786,-1.3857714,-0.34256926,-0.66865903,2.7577662,-1.3547986,0.04338628,1.0956354,3.5540402,1.9918673,1.1748418,1.15281,-1.7209113,0.09382873,-1.5487266,-1.1334805
C1=CNSC=C1,2.0786088,-1.2062474,-1.5733383,-1.4775573,0.5971472,1.1787425,-1.0343952,-1.6196231,0.9507293,-1.7260028,-0.30711788,-0.9625091,-0.606922,-0.8508851,-1.1403242,-1.587024,-1.2507546,-0.09242807,1.8607234,-1.4796847,0.5041952,1.1527281,3.5185614,2.7857535,0.5987011,-1.3435605,-1.7220956,0.96031296,-0.8372817,-0.5186685
C1CC2CNCC(C1)N2,2.222004,-1.4782494,1.6982087,-0.23396032,0.34458923,0.3361976,-1.366648,-1.655926,1.9084083,-1.7269901,1.6966974,4.859414,-1.4023117,-1.107505,-1.6054462,-1.7123661,-1.5675504,0.44777346,1.5806814,-1.4672744,-0.69008154,0.13175301,-0.01552435,2.5643158,-0.27170253,4.9392586,-0.847802,0.86696506,-1.439735,-1.4435536
C1NNCS1,3.2982953,-0.28700233,-1.5059088,-1.0901266,-0.12061599,3.0253038,-0.75048107,-1.7542195,3.1073577,-1.7377245,-0.46204722,1.9178386,-1.0802559,-1.1666692,-1.688668,-1.5163559,-1.2932724,-0.2682419,2.629565,-1.672529,0.38423434,0.06254061,2.3161347,2.3465831,-0.77337235,3.2602777,-1.7267514,1.458365,-1.5616359,-1.5781525
C1=CCSC1,2.4018931,-0.9276559,-1.1778978,-1.4659485,-1.193358,2.4519353,-1.1738116,-1.7060112,1.8763716,-1.6485864,-0.71968114,-1.1253873,-1.5346309,-0.4011919,-1.6110523,-1.6702831,-1.4241545,1.0148622,1.4349253,-1.5005566,0.34322047,0.47902632,3.1439698,2.0384762,0.25076097,-0.30311424,-1.7413255,1.7172538,-0.84840757,-0.0068363477
C1=CN=CSC1,1.3144437,-1.3772216,-1.4272645,-1.4728009,-0.9514977,1.8992921,0.46720824,-1.6410266,1.0865921,-1.7064338,1.1011603,-1.0775791,-1.3018984,-0.9460538,-1.4616632,-1.1506641,-0.95606804,0.0031128346,1.1794914,-0.8126699,0.2581456,0.19663961,2.81367,1.597705,0.9751606,-1.1729974,-1.7112173,1.1957352,-1.1069869,-1.297622
C1=CNCCCN1,3.9802778,-0.18864979,-1.2699221,-0.46587428,1.4046364,-0.69349843,-0.5831487,-0.7278291,-0.8291077,-1.7389605,0.20658138,0.8703168,-1.4247789,-0.7714268,-0.59516656,-1.4883019,-0.12509853,-1.1145868,3.8121035,-1.5189893,0.17716548,1.0297761,2.5414152,2.8006415,0.1703787,1.8144339,1.4593166,-1.1642833,-1.5252395,-1.3934051
C1=NN=CN=N1,0.13010307,-1.6338342,0.1279081,-0.80550426,-0.6491781,1.2574484,2.6663063,-1.1871344,-1.5494938,-1.7565776,4.054705,-1.2290502,-1.3289906,-1.3900634,-1.4150298,3.8428364,3.171563,-0.122225575,2.10807,5.5908337,0.10028529,-0.047381617,1.6083534,-0.72729045,4.2562637,-0.6180357,1.7095361,-0.41739845,-1.5727981,-1.7106953
C1=CCCNC=C1,1.9376501,-0.78375703,-1.5587542,-1.4723979,0.27433822,-0.19214687,-1.1754758,-1.1886246,-0.9598793,-1.6948073,0.94559366,0.34527355,-1.4668525,-0.45838016,-1.2849257,-1.4246036,-1.0973037,0.085842244,2.412653,-1.6362381,0.29076195,0.72896683,1.897487,2.8211224,-0.30200744,0.9893644,0.8979149,0.256712,-1.2753633,-1.1732074
C1=NC2CC(C1)CN2,1.0103066,-1.6019733,2.1325362,-0.6343317,0.31329846,0.6805208,-1.0013007,-1.5948603,1.745571,-1.7353792,3.0906768,4.4442053,-1.5554177,-0.9693309,-1.3918827,-1.6522079,-1.5444975,1.0723816,0.4096554,-0.9735968,-0.9590818,-0.3918998,-0.13570452,2.233752,0.52877855,3.840629,-0.9606588,0.6074458,-1.5860823,-1.5305578
C1=CSCO1,3.4305706,1.9602177,-1.6345654,-1.6181008,-0.8436521,3.5895085,-0.7121094,-1.7478243,1.3666624,-1.0376015,-0.8931426,-1.0299956,-1.4798328,-1.4070023,-1.081795,-1.6398497,-1.0898527,0.11406054,2.2315204,-1.6063738,0.20305596,-0.5094076,3.7766564,1.9716178,-1.6497474,-1.5234507,-1.7479168,0.5510274,0.2494161,0.3041233
C1=CSCS1,0.7881541,-1.0594876,-1.5410336,-1.6680353,-0.9861858,4.3932796,0.28132322,-1.7556722,4.3874283,-1.3202635,1.1679717,-0.86345434,-1.0817648,-0.66326606,-1.493991,-1.6648965,-1.6364403,-0.25692618,1.1407517,-1.6053082,0.29090592,-0.7325845,4.784814,1.3131227,-0.858757,-1.2753953,-1.7579169,2.279535,0.46420732,-0.68524176
C1CSCO1,2.6108463,2.235805,-1.2542914,-1.5114845,-1.0467477,3.817631,-0.80569196,-1.756111,2.4892495,-0.81405854,-1.2459774,0.12691733,-1.5039812,-1.6286194,-1.1878884,-1.7122343,-0.56032735,-0.18333721,2.5533047,-1.6410198,0.3872668,-0.6660955,2.3271642,1.6646378,-1.6749517,-0.27663472,-1.7541227,0.9006784,0.5361722,0.73290205
C1CCNSCC1,3.492592,-0.7761183,1.543008,-0.29188138,0.6760845,1.9074514,-1.3036621,-1.6496267,2.629405,-1.7133608,-1.6023989,1.0432873,-1.4135346,-1.4781944,-1.5671743,-1.738523,-0.57680655,-0.3969153,3.0619352,-1.6038756,0.23056068,0.709688,2.2484226,3.0832047,0.16461292,2.6853418,-1.7258815,0.9649453,-0.9741476,-0.05870616
C1CC2COCC(C1)N2,2.4690425,-0.44901982,1.8918867,-0.3480095,0.24526417,0.5429706,-1.221125,-1.6885587,1.7883319,-1.7104993,1.5313131,5.1144233,-1.447203,-1.167654,-1.6811918,-1.7180243,-1.4512554,0.42227852,1.2484397,-1.3516215,-0.85094464,-0.28408474,-0.43049458,1.6726421,-1.4911927,4.3824906,-0.34959057,0.07015104,-0.1977315,-1.3049779
C1NCC2CC1CN2,4.3949704,-0.37273133,2.1093554,1.1992807,1.1299425,0.36695844,-1.584906,-1.5014805,2.5257044,-1.7564342,-1.3720428,5.121933,-1.5599691,-1.0047975,-1.6497115,-1.6954128,-1.1331013,-0.6591219,2.580795,-1.4154311,-0.8831589,0.8048954,0.49260166,2.2388508,-0.59032476,7.1708975,0.6344002,-0.39617702,-1.5105891,-1.3176095
C1NCC2COCC1N2,6.064094,2.3448565,2.879826,1.6784425,1.0439816,1.3402878,-1.6048784,-1.580298,1.9538307,-1.7572072,-1.6396011,5.122003,-1.6290133,-0.85663354,-1.7350502,-1.6969811,-0.26641238,0.63307977,2.416494,-1.208627,-0.9171971,0.6997824,-0.072149366,1.6453861,-1.5120788,6.8271055,1.7779288,-1.3756824,-1.2003639,-1.2612612
C1CNNCN1,4.1425247,-0.90983987,-1.4191684,0.4070074,1.4455131,-1.0708274,0.16898432,-1.6666415,-0.31452522,-1.7522181,0.5376778,1.2500994,-1.0888292,-1.3928472,-0.032566596,-1.426588,0.12267091,-1.5553284,4.0730844,-0.7981707,0.51622087,1.1228079,2.2427278,3.111343,1.2564394,2.8319466,0.83109415,-1.0384897,-1.6976426,-1.5749794
C1=NCNS1,2.4315047,-1.3804741,0.7710077,-1.0238258,0.3604542,2.9708762,0.42080137,-1.7051035,1.7464029,-1.7524058,-0.81721735,0.04214281,-1.2528002,-1.531671,-1.3112993,-0.90181065,0.36824298,-0.016403232,2.5880451,0.38655028,-0.34938413,0.39542887,3.1400166,0.89971375,2.0140936,0.86233675,-1.7368091,1.313082,-1.3345126,-1.2148488
C1=CC2C3NSC2C13,0.86190206,-1.631876,1.2588862,-1.1939763,0.99998116,0.68449956,-1.1801533,-1.5477018,3.692812,-1.7528718,2.3128996,4.92589,-1.2013216,0.3905645,-1.6409715,-1.6519126,-1.6390254,0.078358516,0.9675027,-1.5567077,-0.23453405,0.3526324,1.618184,1.6262987,1.3095078,4.238564,-1.5757911,0.976759,-1.4864128,-1.5314771
C1=CC1,-0.38327456,-1.0494925,-1.4293963,-1.6800014,0.54220635,-0.41679087,-1.3938019,0.74046355,0.20063058,-1.6918545,2.618061,0.78737986,-1.6035789,0.1622572,-1.3552032,-1.3968432,-1.4451698,-0.55365974,1.1915421,-1.665237,0.6578506,-0.008983513,2.3354795,1.1765571,-1.4840158,-0.25619003,0.8455833,1.4985315,-1.0436896,-1.4100317
C1=CCC2CCC(C1)N2,2.4498467,-1.4629633,0.9057217,-1.017596,0.7051855,0.68937707,-1.471924,-1.4626722,1.6016034,-1.6978093,2.3971372,4.1914816,-1.4239551,-0.39724892,-1.659679,-1.7058393,-1.5943583,0.7920956,1.5393748,-1.5772232,-0.5660857,0.09967315,1.0267016,2.4248886,-1.1107819,3.7086346,-0.52158093,0.7232617,-0.87365985,-1.41946
C1CCOCOC1,3.3079321,4.6252313,1.6701605,0.08184002,-0.52379113,0.8033613,0.07174817,-1.7335429,-0.13381346,-1.7238381,-1.3794817,2.7286906,-1.6556363,-1.5174344,-1.7116497,-1.6988279,1.3671645,-0.24390414,2.1601136,-1.1119633,0.0037049227,-0.6194865,-1.0519938,0.8206154,-1.7335707,2.5740595,1.3104277,-1.5042559,2.4207885,-0.6694571
C1=NCN=CC1,1.0775769,-1.342078,0.9653885,-0.92035186,-0.6545657,0.75435483,0.5550923,-0.53642017,-1.1608864,-1.749232,1.3733522,-0.105460286,-1.6348548,-1.2517437,-1.4263879,0.637658,1.3715026,0.8890827,1.7936337,1.4219882,-0.26898688,0.19432017,0.73266655,0.735486,2.494257,0.95461243,1.4764369,0.13931608,-1.6013728,-1.5172888
C1=CC2CCNC(C1)C2,0.7070918,-1.5030684,0.5621196,-1.26645,1.0986575,-0.0052263406,-1.2003232,-1.3764315,2.0070405,-1.7052714,3.6530743,5.4322743,-1.3837924,-0.50440633,-1.3566903,-1.6874306,-1.668516,0.6032615,0.7921827,-1.6836025,-0.6893932,-0.6002141,0.005404039,2.527068,-1.0274686,3.6632278,-0.2140006,0.5656131,-1.6228199,-1.5264032
C1=CSN=CN1,2.132465,-1.3273724,-1.4741168,-1.3036343,1.1069341,1.752256,0.9072003,-1.5333521,1.4048219,-1.7549716,0.5723108,0.3016854,-0.6499302,-0.9670304,-1.1442426,0.07048703,0.38183835,-1.1532978,2.4327698,-0.57390594,0.15745947,0.48380893,3.5848284,0.6440655,1.0960538,-0.39757705,-1.6964759,0.55277824,-1.3615034,-1.5034236
C1CSNSC1,2.0858066,-0.23988499,1.9645791,-0.23743717,0.6772917,3.9835753,-0.8658936,-1.7519414,4.6564827,-1.7423426,-1.629616,0.8469319,-1.0634825,-1.5319835,-1.4553316,-1.740294,-0.66924405,0.80776405,1.8503127,-1.4804543,0.11492455,0.5212129,1.9474685,2.9973416,1.0735509,1.715532,-1.7575935,1.3326033,-1.236882,0.86605906
C1=CSNC=N1,1.6166848,-1.1733345,-1.3331648,-1.3017749,-0.14525808,2.6191971,-0.16618618,-1.7208315,1.1370497,-1.7538794,0.047553707,-0.40120584,-1.1986942,-1.0684069,-1.0555362,-0.47170842,0.080007985,0.5022099,2.1067686,-0.11140214,-0.06025612,0.65709764,3.0355644,1.2444737,2.2128365,0.46452114,-1.7247608,0.7702674,-1.4757965,-1.0680429
C1=CSCCNC1,3.7662287,-0.3946368,-0.9994613,-0.9691779,-0.8607605,2.1523705,-1.0290366,-1.7074586,1.4434519,-1.687887,-1.2803327,-0.74635744,-1.5190238,-0.9338517,-1.4912411,-1.6755506,-1.2712426,0.74899167,1.9401972,-1.5184077,0.106911965,0.7561035,2.6344357,3.0991497,0.60982084,0.7103451,-1.7202027,0.662192,-1.3343098,-0.30155724
C1NCON1,4.8694572,2.9316065,0.14118886,0.6187861,0.93957454,0.74023867,-1.1930076,-1.7262415,0.36159062,-1.755118,-1.6691358,2.9391365,-1.6137192,-1.5400379,-1.3928307,-1.4547261,1.5101569,0.56774193,3.1777265,-1.446321,-0.33602518,-0.2359436,-0.28963456,0.6676077,-1.5025259,4.412666,1.2914487,-0.96000963,-1.6741347,-1.2689477
C1=CCCOCC1,3.687137,1.9785391,0.25057966,-1.0830828,0.32460043,0.92053765,-1.1856116,-1.2697115,-0.5950674,-1.7060574,-0.6782892,1.168684,-1.6472057,-0.69845295,-1.6999111,-1.6630701,0.08003353,0.19466686,2.3551552,-1.5497476,0.049846824,0.18716952,1.2104405,1.5665504,-1.6677737,1.7686279,1.5563642,-1.0461241,1.2443576,-0.9947648
C1CSN1,0.89939076,-1.1848782,0.20202202,-0.9321487,1.7293304,2.1502585,-0.056629308,-1.7081598,4.4918327,-1.7483572,-0.5781833,2.49675,-0.9503717,-1.2461216,-0.94250536,-1.6654623,-0.93030727,-1.5301877,1.8788983,-1.6075336,0.16042684,0.032447703,2.6527805,0.92791355,-0.64378005,2.7262888,-1.7533647,1.6508906,-1.3166151,-1.3448461
C1=NSNCN1,3.9111338,-0.81943005,1.337094,0.5070295,1.2326454,2.5345683,-0.37842736,-1.6714735,1.2456782,-1.7578335,-1.5957812,0.064695664,-1.2340721,-1.5345849,-0.88267374,-0.96147305,1.7516495,0.3581991,3.3554156,1.0346091,-0.34929717,1.5899627,2.902371,1.6890424,3.1243181,1.8570443,-1.7141439,0.100816764,-1.5916427,-0.89464086
C1=CN=NN=C1,0.41361776,-1.6116385,-0.89755636,-1.3530332,-0.4229245,0.8132514,1.7563071,-1.0368297,-1.474304,-1.7542315,3.8351495,-1.022992,-1.34307,-1.2697452,-1.5555562,2.5629754,1.9628001,0.02085804,1.7235237,3.458877,0.35064927,-0.015946029,1.4257286,0.16670455,2.8189328,-1.1042947,1.6238188,0.17799902,-1.5208681,-1.6795905
C1=CSC=CS1,0.09534247,-1.1714696,-1.6913925,-1.6943958,-0.97115207,3.4793193,-0.16819765,-1.7540991,3.2865818,-1.1092948,1.5500369,-0.9411592,-0.93575287,-0.7568983,-1.2351764,-1.6158315,-1.6407421,-0.57120746,1.1100997,-1.636463,0.3857932,-0.6002202,4.6105347,1.6905241,-0.898826,-1.3784702,-1.7572768,2.1552064,0.5252831,-0.6755707
C1=NC2CC(C1)CCO2,0.703306,-1.2580662,1.9133453,-1.0639639,0.132214,0.91684836,-0.5868889,-1.583746,1.5890099,-1.6397285,3.3909266,4.919305,-1.5921646,-1.1402283,-1.5095253,-1.6482453,-1.52266,1.7345685,0.023789959,-1.395013,-0.8607055,-1.1213315,-0.49534965,1.4245174,-1.0795019,3.0464451,-0.32586613,0.24056628,-1.5438272,-1.5576403
C1=CC2CCCC(C1)C2,0.48815092,-1.4973319,0.507325,-1.4147649,1.1377188,0.037714083,-1.4182999,-1.0740651,2.2443945,-1.645314,3.7922673,5.529434,-1.3792058,-0.19032352,-1.5713683,-1.7047943,-1.6841524,0.56460077,1.0034457,-1.7206745,-0.53031605,-0.6455462,0.37087783,2.223293,-1.4393026,3.7927427,-0.0322298,0.93799025,-1.3773543,-1.5467417
C1CC2CCC(C1)O2,-0.027134761,-1.4513648,1.2917795,-1.2484562,1.0443654,-0.28251246,-1.0656589,-1.3847152,2.8169327,-1.5327903,3.6805217,6.2764463,-1.3540343,-1.0724072,-1.5820655,-1.7175951,-1.6761695,0.48475552,0.30166915,-1.7029749,-0.3934004,-1.0968965,0.2232059,1.2108324,-1.6043215,3.8259914,-0.7192968,1.1290947,-1.3048565,-1.6425412
C1=CSC=NC1,0.9356454,-1.1878954,-1.0393465,-1.4054298,-1.4737425,2.6876125,-0.7281356,-1.7356542,0.8222367,-1.6897348,0.33375287,-1.406223,-1.565654,-1.155021,-1.3629357,-1.3167921,-1.0308366,1.5875258,0.83377093,-0.32974213,0.044363815,0.38711217,2.1836586,1.9698848,1.9478346,-0.46395525,-1.7311349,1.3856618,-1.2555147,-0.63850284
C1=CC2CCCCC(CC1)C2,1.3417155,-1.4212352,0.725051,-1.295079,1.0941043,0.26597822,-1.4804852,-1.0438592,1.9451311,-1.6300642,2.9833488,5.006142,-1.414936,-0.19027469,-1.6394496,-1.7168539,-1.6443461,0.6145229,1.6764075,-1.7240726,-0.37608463,-0.40585446,0.6758308,2.4183772,-1.4011636,4.241299,0.20020635,0.693342,-1.1764705,-1.516408
C1=CNC=CN1,1.687353,-1.0492969,-1.708808,-1.4464034,1.3169614,-1.1587726,0.16570401,-1.0720071,-1.2150377,-1.7365358,2.1783175,0.16541187,-1.030403,-0.7286343,0.92030156,-0.76230067,-0.94691247,-1.2381278,2.7831733,-1.4498862,0.3945542,0.8817741,2.89051,2.578597,0.48264334,-0.5690522,0.9449901,-0.7426399,-1.5939965,-1.4712799
C1=NCCCCN1,3.5140307,-0.48262835,0.8799929,0.314762,0.35959345,0.6343836,-0.71128124,-0.7253095,-0.8261187,-1.740935,-0.43827194,0.55014616,-1.6266726,-1.0273008,-1.3287685,-1.2398429,1.1694322,0.1682875,3.5227945,-0.6610507,-0.29574892,0.6281218,1.7570809,1.8504393,1.3524916,3.0557408,1.692105,-1.0785155,-1.462111,-1.4365376
C1NCC2CNCC1O2,4.2618136,0.90365875,2.065808,1.139708,1.0806284,0.29222143,-1.3366014,-1.4561921,2.02769,-1.7531621,-1.1348153,5.8706746,-1.5921096,-1.1912321,-1.613181,-1.6817415,-1.1128945,0.73305523,1.7028766,-1.550243,-0.69772327,-0.04390759,-0.28095213,1.8477405,-1.1342071,6.0339355,1.6851037,-1.0906354,-1.6941419,-1.5121362
C1=COCCOC1,3.9817238,4.2365975,0.49306083,-0.60194063,-0.012983067,0.9958951,0.009795812,-1.6912792,-1.0525911,-1.7299333,-0.85538274,1.324771,-1.6414899,-1.0722623,-1.6660634,-1.6533984,0.8939246,0.3912938,1.84738,-0.8632295,0.009518274,-0.23927657,0.24019839,1.2721118,-1.7179337,0.42161047,1.4115951,-1.6011738,2.1293395,-0.63523227
C1=CCSC=C1,1.1110983,-0.8611405,-1.638232,-1.6202292,-0.83522516,1.7055129,-1.274078,-1.6953918,1.4010041,-1.526946,0.6964777,-1.0288008,-1.3471217,-0.43834573,-1.412145,-1.6150621,-1.5429054,0.37379834,1.26785,-1.6409239,0.4823157,0.46393216,3.3039033,2.3943326,-0.81386876,-0.91617244,-1.7232339,1.4982982,-0.23424451,-0.5910243
C1=CSCCCN1,3.7295508,-0.63021404,-1.4358393,-1.1218504,0.10866006,1.7526913,-0.7569671,-1.664905,1.6372033,-1.6622088,-0.7820018,-0.5231084,-1.3035072,-0.6261725,-1.347144,-1.6653771,-1.2218766,-0.80756706,2.848132,-1.5982957,0.22554459,0.6600332,4.1673136,2.6983693,-0.14767677,0.5801021,-1.7191674,0.3553954,-0.8102039,-1.1241629
C1NCSCN1,4.5702434,0.3147252,-0.0046096463,0.36913422,0.09216473,2.1274207,-1.176814,-1.7329628,2.3160217,-1.7468661,-1.6150079,1.0478996,-1.4730703,-1.3592962,-1.3909261,-1.6822265,-0.83728397,0.22758015,2.5048587,-1.5921528,0.15597774,0.7905125,2.138465,3.0593472,0.5155751,3.2461803,-1.716481,0.5082864,-1.6364456,-1.3378402
C1=NCCSCC1,3.234658,-0.77463204,1.4283154,-0.48400092,-1.4191073,3.225244,-1.1651574,-1.7126595,1.4510065,-1.7058092,-1.3861231,-1.0354744,-1.6654768,-1.2264302,-1.6522413,-1.6271077,-0.4471469,1.9588408,1.6458157,-0.68418795,-0.18162523,0.4203769,1.8577847,2.154601,1.700336,1.8298563,-1.7194386,0.98680896,-1.2041581,-0.55792063
C1=NCC=NC1,0.41143078,-1.24066,1.5712883,-0.65966207,-1.49451,1.6561179,-0.5494901,-1.5836854,-1.2082545,-1.7442436,0.69482666,-0.89886373,-1.6891947,-1.3238668,-1.4684633,0.41470638,1.2298582,2.5580919,1.5067524,2.0777392,-0.54227567,0.29676017,0.08403815,1.1015804,3.6232936,1.8720667,0.67136663,0.41040105,-1.6023679,-1.1106155
C1=CC2CCOC(C2)N1,1.884331,-0.5102205,0.7288018,-1.2514247,1.0923277,0.77444786,-0.3817776,-1.5260154,1.4101734,-1.7267677,3.7624044,5.149764,-1.43058,0.070839524,-1.5846729,-1.6815364,-1.539357,-0.1458207,1.4108511,-1.5515347,-0.6003119,-0.56509596,0.45404768,1.6235259,-1.491243,2.7703927,0.39300156,-1.1355835,-0.8499316,-1.4704741
C1=CC2CC1NN2,4.557538,-0.30408606,0.014544927,0.3198474,1.0971063,0.6440893,-1.582986,-1.4404991,2.0487761,-1.7558619,0.08082793,4.2739587,-1.4899786,0.036321085,-1.6425861,-1.6090422,-1.3228749,-0.25924972,2.1349335,-1.2692553,-0.85328734,0.7114934,1.7027816,2.4026709,-0.9362359,5.0672803,0.92162746,-0.92411286,-1.440122,-1.4056567
C1=CC2C=CC1NN2,3.6303194,-0.65341437,-1.3548462,-0.69238627,0.8448344,0.43808308,-1.529589,-1.5187118,1.3358164,-1.7524942,0.62758154,3.4946558,-1.3345845,0.05109994,-1.5933765,-1.5203685,-1.4004914,-0.2635545,2.0636215,-1.4421738,-0.7537891,0.7932023,1.9739575,2.5198205,-0.9059493,3.9232748,0.7450388,-0.5181157,-1.282754,-1.3724009
C1CNOC1,1.3781985,1.5899794,-0.22902845,-0.17077948,1.004258,-1.0959331,-0.006107737,-1.4297348,1.0607864,-1.7508302,-0.4086349,3.1572256,-1.4964099,-1.5837847,-1.2193415,-1.5404645,0.25793186,-1.5449761,2.0118039,-1.4394506,-0.17191888,-0.3278865,-1.0785393,1.3654935,-1.719935,2.0300438,0.6861233,0.2750177,-1.0017502,-1.3417673
C1CSCS1,-0.4240167,-1.4032007,-0.80321205,-1.6071398,-0.7360106,4.305487,0.5551618,-1.7574404,5.665028,-1.053123,1.2845469,0.5043896,-0.8807858,-1.30368,-1.5294423,-1.7315792,-1.636409,-0.37634242,1.3184992,-1.6595159,0.5233976,-0.97192436,3.671324,1.0361643,-0.960521,0.44237906,-1.7580366,2.9648466,0.59966743,-0.563584
C1=CSCCCC1,3.3038557,-0.4435754,-0.7656018,-1.3316385,-0.63099724,2.3244438,-1.3895397,-1.6524479,1.8611525,-1.6052719,-1.0771061,-0.31025395,-1.539558,-0.47683647,-1.6730119,-1.7087762,-1.3572233,0.7679028,2.202986,-1.6644236,0.32922715,0.5634024,3.047045,2.5959308,-0.84707165,1.1334444,-1.7080772,1.1555963,-0.085665606,-0.40126693
C1=CCNC=CC1,1.8889227,-0.77318686,-1.5597562,-1.4725693,0.34670708,-0.2583766,-1.1851348,-1.1634345,-0.9425974,-1.6967049,0.92833084,0.36283967,-1.4645061,-0.48564476,-1.2709327,-1.4221984,-1.1072273,0.07958666,2.3757133,-1.6420254,0.293273,0.71940684,1.8785758,2.7950883,-0.3797035,1.0087326,0.9225903,0.26669103,-1.2943896,-1.1950022
C1=CC2CC1C2,1.2188569,-1.0921544,0.05668558,-1.2368265,1.3090603,-0.09786232,-1.4807037,-0.8538386,3.0236776,-1.7510847,2.0356047,5.7582374,-1.4979349,-0.016646137,-1.4299066,-1.5875758,-1.6203952,-0.92331403,1.396584,-1.6355096,-0.8013463,-0.06574433,1.0213084,0.9701538,-1.3654816,4.6385946,0.25928903,0.48200923,-1.4285568,-1.3097571
C1=CSNCS1,2.333079,-0.83267224,-1.1974441,-1.4682109,0.14197089,4.5709796,0.47847265,-1.7536011,4.000877,-1.7315159,-0.5210113,0.53157926,-1.000813,-0.71341413,-1.546836,-1.6076789,-1.4207952,0.0964377,1.6113698,-1.587185,-0.01389066,-0.0039239996,3.597466,1.6705253,0.26855227,0.44793826,-1.7575266,1.561662,-0.9946299,-0.4552706
C1=NCC2CCCC1C2,2.9394066,-0.89192605,2.146991,0.0024409366,0.39961815,0.9093153,-1.4576532,-1.2390305,1.9977931,-1.7522947,0.083335094,4.46951,-1.631315,-0.7648238,-1.621311,-1.5968902,-1.0740031,0.4977632,2.299753,-1.2139363,-0.9505811,0.22893445,0.52981836,1.4392974,0.24510746,5.7105174,0.6478028,-0.020314552,-1.4834623,-1.0888617
C1=CN=CCNC1,2.2863202,-1.1143684,-0.9820518,-1.0624237,0.46277824,-0.25723103,0.28789768,-0.42415032,-1.1766441,-1.7445871,1.1333501,0.43053618,-1.5006261,-1.0539308,-1.19542,-0.6351753,0.5033074,-0.21595578,2.4223087,-0.78416234,0.084178515,0.56988627,1.279787,2.0094905,1.1765428,0.72399926,1.6932516,-0.49697056,-1.5781765,-1.4696305
C1=CC=CNC=C1,0.16604921,-1.0329307,-1.7171574,-1.6322421,0.17703617,-0.786975,-1.1041157,-1.388725,-1.1617243,-1.6733582,2.1217299,-0.22416624,-1.2309062,-0.4320218,-0.64213467,-0.97123736,-1.2836714,-0.03125828,1.8445101,-1.6383944,0.48592767,0.6307048,2.1187541,2.6525805,-0.2696414,-0.26918378,0.57745427,0.5924431,-1.2527751,-1.3068238
C1=NSN=CO1,3.034494,0.8508953,0.06395514,-1.2518675,0.15743415,4.0869927,0.30899897,-1.7112901,0.5503668,-1.7552083,-1.431463,-0.26678115,-1.1164027,-1.6510605,-1.3889025,0.47243208,2.9226623,0.4479826,3.4475348,1.110547,-0.34140787,0.017212594,2.2074966,0.62904733,0.8244604,-0.836506,-1.7159595,0.4425503,-0.9935824,-0.8629454
C1OC2COC1C2,2.712943,2.4972956,2.4762921,0.73489434,1.0842639,0.07310784,-0.7863917,-1.6539092,3.0821962,-1.7526484,0.09820231,7.0028243,-1.5864732,-1.2081687,-1.634147,-1.6987413,-1.1834315,-0.8687417,0.29502907,-1.2886891,-1.1327348,-0.6136921,-1.1262432,-0.5605709,-1.724233,5.2137785,0.8819527,-1.4184535,-0.3332173,-1.3081834
